RXCUI,INGREDIENT
2566310,streptococcus pneumoniae serotype 23f capsular antigen diphtheria crm197 protein conjugate vaccine
2566310,streptococcus pneumoniae serotype 4 capsular antigen diphtheria crm197 protein conjugate vaccine
2566310,streptococcus pneumoniae serotype 6b capsular antigen diphtheria crm197 protein conjugate vaccine
2566310,streptococcus pneumoniae serotype 9v capsular antigen diphtheria crm197 protein conjugate vaccine
2566310,streptococcus pneumoniae serotype 1 capsular antigen diphtheria crm197 protein conjugate vaccine
2566310,streptococcus pneumoniae serotype 19a capsular antigen diphtheria crm197 protein conjugate vaccine
2566310,streptococcus pneumoniae serotype 3 capsular antigen diphtheria crm197 protein conjugate vaccine
2566310,streptococcus pneumoniae serotype 5 capsular antigen diphtheria crm197 protein conjugate vaccine
2566310,streptococcus pneumoniae serotype 6a capsular antigen diphtheria crm197 protein conjugate vaccine
2566310,streptococcus pneumoniae serotype 7f capsular antigen diphtheria crm197 protein conjugate vaccine
2105826,rituximab
2263503,acyclovir
1291365,avanafil
1599846,carbidopa
1599846,levodopa
313215,terazosin
1099681,valproate
310142,ergocalciferol
1535228,dexmedetomidine
582042,lovastatin
582042,niacin
313451,tretinoin
310473,gentamicin
1648997,triamcinolone
744846,raltegravir
1190220,albuterol
1190220,ipratropium
1729320,fentanyl
1093098,diphenhydramine
999986,amlodipine
999986,olmesartan
999986,hydrochlorothiazide
2380236,insulin lispro
104148,lactulose
994837,orphenadrine
1603501,fentanyl
668626,fentanyl
1724340,hydromorphone
200190,ubidecarenone
860225,megestrol
1737579,clindamycin
895016,morphine
1546217,epinephrine
1596108,acetaminophen
1596108,caffeine
1596108,dihydrocodeine
317094,entacapone
359383,ciprofloxacin
1095534,psyllium
351156,moxifloxacin
197635,dronabinol
830872,diltiazem
198893,ascorbic acid
856460,propranolol
978744,dalteparin
830460,rabies virus vaccine flury-lep strain
1807894,metformin
197303,acetazolamide
803369,hepatitis b surface antigen vaccine
803369,hepatitis a vaccine (inactivated) strain hm175
2166138,risankizumab
1294025,pramoxine
1294025,hydrocortisone
1049668,pseudoephedrine
797274,clindamycin
477562,fenofibrate
1656318,cefotaxime
1439833,riociguat
392275,clindamycin
197832,isoniazid
205797,gentamicin
1991509,picosulfurate
1991509,citric acid
1991509,magnesium oxide
2563004,influenza a virus (h1n1) antigen
2563004,influenza a virus (h3n2) antigen
2563004,influenza b virus antigen
1542999,buprenorphine
1652646,insulin lispro
208821,tobramycin
208821,dexamethasone
1085419,ubiquinol
1053000,petrolatum
582595,iloprost
1666334,ticagrelor
1491722,hydrocortisone
832731,potassium chloride
807283,levonorgestrel
727625,vitamin k1
1788858,cholecalciferol
1721310,fluconazole
476845,chondroitin sulfates
476845,glucosamine
351901,sirolimus
197703,flucytosine
309291,ciclopirox
214442,codeine
214442,guaifenesin
18631,azithromycin
1013636,calcipotriene
1165392,mometasone
904952,ibandronate
3355,diclofenac
226665,rivastigmine
1091,arginine
1658325,brexpiprazole
2559721,phenobarbital
10159,sucrose
866464,hydrochlorothiazide
866464,metoprolol
208947,hydrocortisone
966417,levothyroxine
1798375,obeticholic acid
2047247,baricitinib
1599948,testosterone
217095,ferrous gluconate
1008304,vitamin e
1008304,zinc oxide
1008304,ascorbic acid
1008304,beta carotene
1008304,cuprous oxide
1487363,glatiramer
1148809,tapentadol
2287905,fremanezumab
1537458,vitamin k2
861757,glyburide
861757,metformin
828269,loratadine
1297763,esomeprazole
312301,pentoxifylline
749783,azithromycin
1737571,lidocaine
197574,desoximetasone
977440,everolimus
1010673,lidocaine
238600,selenium sulfide
1012457,bupivacaine
197735,gentamicin
730780,sodium chloride
1859490,sodium acetate
1048452,colestipol
200095,irbesartan
1049529,pseudoephedrine
700855,ubidecarenone
1741420,albumin human; usp
1732138,morphine
1437709,brimonidine
1668248,calcium gluconate
1291101,hydrocortisone
1734356,ropivacaine
1000491,estrogens; conjugated (usp)
1000491,medroxyprogesterone
966194,levothyroxine
905283,trihexyphenidyl
1806966,lipase
1806966,amylase
1806966,protease
845489,ramipril
966791,doxepin
1422103,lidocaine
1046787,atropine
1046787,hyoscyamine
1046787,phenobarbital
1046787,scopolamine
259196,mineral oil
259196,petrolatum
240128,norgestimate
240128,ethinyl estradiol
238159,acetaminophen
42316,tacrolimus
1098123,chondroitin sulfates
1098123,hyaluronate
543786,tetracaine
543786,benzocaine
543786,butamben
1809444,immunoglobulin g
309140,cevimeline
2551,ciprofloxacin
1161993,phenol
992153,methenamine
1010900,lidocaine
1666374,phenylephrine
855205,docosanol
1790666,melatonin
581802,petrolatum
1145932,abatacept
259711,vitamin b12
259711,mecobalamin
1098125,chondroitin sulfates
1098125,hyaluronate
763066,permethrin
966196,levothyroxine
1313957,cinnamon bark
1313957,chromium picolinate
997493,fexofenadine
984107,phenylbutyrate
1657013,ipilimumab
855213,vitamin b12
1099878,calcium carbonate
1005928,ulipristal
877318,cholecalciferol
877318,calcium citrate
857303,clomipramine
647416,glycerin
259931,horse chestnut seed
996032,polysaccharide iron complex
996032,calcium ascorbate
996032,succinic acid
996032,ferrous asparto glycinate
602736,galantamine
284378,estradiol
1085741,triamcinolone
1736590,dexrazoxane
200194,zolmitriptan
351136,albuterol
308739,bimatoprost
1291239,chromium picolinate
284595,methotrexate
352297,peginterferon alfa-2a
1545780,lomustine
1356080,acetaminophen
1356080,pamabrom
201239,lamotrigine
207125,flucytosine
1000395,estrogens; conjugated (usp)
1000395,medroxyprogesterone
895994,fluticasone
1007589,diphtheria toxoid vaccine; inactivated
1007589,tetanus toxoid vaccine; inactivated
480639,alvimopan
313778,ziprasidone
847055,olmesartan
847055,hydrochlorothiazide
724160,methyl salicylate
724160,menthol
313776,ziprasidone
351223,ziprasidone
309054,cefdinir
705258,acetaminophen
705258,dextromethorphan
705258,doxylamine
790264,desvenlafaxine
848343,estradiol
705209,lutein
803348,phentermine
56512,sodium polystyrene sulfonate
1192860,hyaluronate
544452,lactulose
1597121,testosterone
1245275,flunisolide
794054,coal tar
891441,cholecalciferol
304962,arformoterol
579948,glycine
261314,ivermectin
637218,rasagiline
892658,morphine
152867,factor viia
1790892,vortioxetine
864820,oxybutynin
199021,biotin
730866,amlodipine
730866,olmesartan
902624,dexlansoprazole
3498,diphenhydramine
754504,olanzapine
343050,potassium chloride
832910,calcium carbonate
832910,cholecalciferol
885205,benztropine
1812480,mitomycin
861364,fondaparinux
725080,fluoxetine
725080,olanzapine
2002420,insulin glargine
828381,fenofibrate
1158436,diphenhydramine
1158436,zinc acetate
1922766,sotalol
885580,ferrous sulfate
1433235,levomilnacipran
861440,clobetasol
849866,tadalafil
860115,ketorolac
1243786,thrombin
201867,rifampin
1043249,tetrahydrozoline
1043249,zinc sulfate
209692,disopyramide
545243,fluorometholone
849493,ubiquinol
1094022,calcium carbonate
1094022,cholecalciferol
859867,haloperidol
855664,diclofenac
1291103,hydrocortisone
1726416,carboxymethylcellulose
1726416,glycerin
1737244,clindamycin
77655,zoledronic acid
284637,hylan g-f 20
134748,rasagiline
52175,losartan
1159319,sodium chloride
1947131,triamcinolone
861021,metformin
722116,ambrisentan
2400231,melatonin
2395808,tramadol
310004,dofetilide
244206,ferrous sulfate
603103,naproxen
312079,olanzapine
2613968,taurursodiol
2613968,phenylbutyrate
859193,selegiline
310465,gentamicin
1797913,triamcinolone
2477889,labetalol
1248115,tramadol
1295184,psyllium
2611260,dextromethorphan
2611260,bupropion
1424612,salicylic acid
1871434,morphine
197840,isosorbide dinitrate
647407,guaifenesin
849750,vitamin b6
978003,loperamide
1301032,saccharomyces boulardii
724863,armodafinil
992441,promethazine
834241,febuxostat
432638,aspirin
432638,acetaminophen
2200018,lacticaseibacillus rhamnosus
198313,triamterene
245273,digoxin
313850,amoxicillin
797694,flurandrenolide
245001,magnesium carbonate
245001,aluminum hydroxide
308744,biotin
995686,meclizine
2626050,levothyroxine
2586599,baclofen
1734932,acyclovir
1190668,atropine
825325,leuprolide
1812419,topiramate
199906,tryptophan
259239,methylsulfonylmethane
207390,penicillin g
1551777,naloxegol
312070,octreotide
1002293,mometasone
1002293,formoterol
855495,lipase
855495,amylase
855495,protease
664752,black currant oil
2541,cimetidine
1999012,angiotensin ii
404552,carbidopa
404552,entacapone
404552,levodopa
900141,hypromellose
900141,dextran 70
900141,glycerin
1667670,cariprazine
892598,morphine
1242106,meperidine
1359107,diclofenac
1359107,misoprostol
861360,fondaparinux
645048,calcium carbonate
645048,simethicone
10402,dronabinol
1232200,zolpidem
706872,azithromycin
261330,carbidopa
882533,clindamycin
1537045,vorapaxar
539741,telithromycin
1088191,wheat dextrin
208919,desflurane
310414,fomepizole
198250,tetracycline
1008377,lactate
1008377,calcium chloride
1008377,potassium chloride
1008377,sodium chloride
341248,ezetimibe
1044949,dextromethorphan
1044949,guaifenesin
1044949,phenylephrine
2377341,methotrexate
884386,dextroamphetamine
1441416,methotrexate
412111,simethicone
897618,verapamil
310005,dofetilide
1369787,baclofen
310861,hydrocortisone
1293487,chlorpheniramine
1293487,phenylephrine
312772,ranitidine
314249,tyrosine
349590,levalbuterol
416207,camphor
416207,menthol
308579,becaplermin
758030,interferon beta-1a
1996254,valsartan
308805,brinzolamide
2123168,xylitol
1659182,alirocumab
310963,ibuprofen
1649560,albuterol
313386,thyroid (usp)
314214,rivastigmine
284069,magnesium aspartate
284069,potassium aspartate
830879,diltiazem
861223,dextroamphetamine
861223,amphetamine
1544378,methotrexate
313226,terconazole
748804,ethynodiol
748804,ethinyl estradiol
748804,inert ingredients
66869,cascara sagrada
862019,guanfacine
1116572,acetaminophen
1116572,dextromethorphan
1116572,guaifenesin
1116572,phenylephrine
848956,ciprofloxacin
577312,mineral oil; light
857189,fosinopril
1090641,triamcinolone
728550,ketoconazole
1487361,glatiramer
1010835,lidocaine
284008,travoprost
238004,estradiol
894970,morphine
644787,vitamin b12
644787,vitamin b6
644787,folic acid
1148489,tramadol
2379633,influenza a virus (h1n1) antigen
2379633,influenza a virus (h3n2) antigen
2379633,influenza b virus antigen
857512,chlorpheniramine
857512,hydrocodone
1537803,thyroid (usp)
351246,montelukast
1428953,urea
1428953,alpha hydroxy acids
2569577,lorazepam
248288,somatropin
731381,rho(d) immune globulin
2477951,simethicone
997220,donepezil
199498,pentosan polysulfate
830882,diltiazem
2056472,levothyroxine
808753,venlafaxine
1244060,methylnaltrexone
863670,tamsulosin
854800,diclofenac
153010,ibuprofen
815276,polyethylene glycol 3350
815276,sodium bicarbonate
815276,sodium sulfate
815276,potassium chloride
815276,sodium chloride
378340,betamethasone
285129,glyburide
285129,metformin
1591944,sofosbuvir
1591944,ledipasvir
2472254,vibegron
316547,potassium chloride
202363,alprazolam
996736,codeine
996736,guaifenesin
859203,sodium chloride
206766,lisinopril
205922,epoetin alfa
1000479,bisacodyl
1000479,polyethylene glycol 3350
1000479,sodium bicarbonate
1000479,potassium chloride
1000479,sodium chloride
997953,loratadine
2106884,sennosides; usp
2106884,docusate
351427,nicotine
2001508,lamotrigine
1876609,naldemedine
1116511,cholecalciferol
995726,meclizine
287523,streptococcus pneumoniae type 1 capsular polysaccharide antigen
287523,streptococcus pneumoniae type 10a capsular polysaccharide antigen
287523,streptococcus pneumoniae type 11a capsular polysaccharide antigen
287523,streptococcus pneumoniae type 12f capsular polysaccharide antigen
287523,streptococcus pneumoniae type 14 capsular polysaccharide antigen
287523,streptococcus pneumoniae type 15b capsular polysaccharide antigen
287523,streptococcus pneumoniae type 17f capsular polysaccharide antigen
287523,streptococcus pneumoniae type 18c capsular polysaccharide antigen
287523,streptococcus pneumoniae type 19a capsular polysaccharide antigen
287523,streptococcus pneumoniae type 19f capsular polysaccharide antigen
287523,streptococcus pneumoniae type 2 capsular polysaccharide antigen
287523,streptococcus pneumoniae type 20 capsular polysaccharide antigen
287523,streptococcus pneumoniae type 22f capsular polysaccharide antigen
287523,streptococcus pneumoniae type 23f capsular polysaccharide antigen
287523,streptococcus pneumoniae type 3 capsular polysaccharide antigen
287523,streptococcus pneumoniae type 33f capsular polysaccharide antigen
287523,streptococcus pneumoniae type 4 capsular polysaccharide antigen
287523,streptococcus pneumoniae type 5 capsular polysaccharide antigen
287523,streptococcus pneumoniae type 6b capsular polysaccharide antigen
287523,streptococcus pneumoniae type 7f capsular polysaccharide antigen
287523,streptococcus pneumoniae type 8 capsular polysaccharide antigen
287523,streptococcus pneumoniae type 9n capsular polysaccharide antigen
287523,streptococcus pneumoniae type 9v capsular polysaccharide antigen
763473,alprostadil
1426594,phenol
1426594,lidocaine
979120,ibutilide
2045409,dexamethasone
898618,hydromorphone
1593110,aspirin
1593110,acetaminophen
1593110,diphenhydramine
1998459,aripiprazole
994046,acetaminophen
994046,codeine
250305,cyclizine
250305,morphine
597993,amlodipine
597993,atorvastatin
1304490,thiamine
1304490,zinc oxide
1304490,ascorbic acid
1304490,cupric oxide
1304490,alpha tocopherol
1304490,cholecalciferol
1304490,iron carbonyl
1304490,folic acid
1304490,calcium citrate
1304490,pyridoxine
1304490,niacinamide
1304490,docusate
1304490,potassium iodide
1304490,riboflavin
1115812,sodium chloride
1305200,thiamine
1305200,vitamin a
1305200,vitamin b12
1305200,ascorbic acid
1305200,biotin
1305200,dexpanthenol
1305200,alpha tocopherol
1305200,ergocalciferol
1305200,folic acid
1305200,pyridoxine
1305200,niacinamide
1305200,vitamin k1
1305200,riboflavin
1247891,ferrous fumarate
1247891,docusate
1992171,insulin lispro
1728791,morphine
2047761,metoprolol
1372939,brilliant green
1372939,cod liver oil
1372939,gentian violet
197691,famotidine
1043608,hypromellose
1043608,glycerin
1043608,naphazoline
1442116,diclofenac
1547977,tetracaine
617945,atomoxetine
2465554,sodium sulfate
2465554,magnesium sulfate
2465554,potassium chloride
308049,alprazolam
2374366,netupitant
2374366,palonosetron
308720,betaxolol
1674197,hydrocortisone
1727001,sugammadex
2377345,methotrexate
198906,zinc gluconate
1923047,levothyroxine
485436,entecavir
1486140,dextromethorphan
1486140,guaifenesin
1486140,phenylephrine
1043570,metformin
1043570,saxagliptin
245963,prochlorperazine
1049682,benzoyl peroxide
211343,penciclovir
1604395,lenvatinib
1042692,cholecalciferol
1042692,calcium citrate
903699,liothyronine
1046781,acetaminophen
1046781,chlorpheniramine
1046781,phenylephrine
1085994,triamcinolone
1868847,methylcellulose
2601770,tirzepatide
1306298,cobicistat
1306298,elvitegravir
1306298,emtricitabine
1306298,tenofovir disoproxil
1999388,ivacaftor
1999388,tezacaftor
1606021,mometasone
1606021,gentamicin
1606021,clotrimazole
1741290,albumin human; usp
855350,warfarin
312627,primidone
578325,candesartan
578325,hydrochlorothiazide
828248,cortisone
1146002,vitamin b12
1146002,folic acid
1146002,pyridoxine
2047716,celecoxib
2047716,amlodipine
1099670,valproate
239151,gelatin
1657010,sumatriptan
2049533,lidocaine
2377369,levamlodipine
1665702,meperidine
313472,trientine
1188478,propofol
1193037,vitamin b12
1193037,cholecalciferol
1193037,folic acid
1193037,omega-3 acid ethyl esters (usp)
1193037,pyridoxine
1193037,phytosterols
2587890,chlorhexidine
104015,magnesium hydroxide
308715,betamethasone
308715,clotrimazole
348381,oxygen
1423662,acyclovir
857169,fosinopril
616279,sunitinib
106693,epinephrine
106693,guanethidine
1673073,magnesium citrate
1299254,chlophedianol
1299254,guaifenesin
1299254,pseudoephedrine
199610,furosemide
856696,dantrolene
1736470,eptifibatide
2101282,acetaminophen
2101282,dextromethorphan
2101282,guaifenesin
1086707,meloxicam
1421073,levothyroxine
260258,glucose
359817,nicotine
1665679,ketorolac
746023,atenolol
746023,chlorthalidone
1359356,bacitracin
1359356,pramoxine
1359356,neomycin
1359356,polymyxin b
1871440,morphine
404509,calcium carbonate
404509,simethicone
1099787,valproate
2465730,lidocaine
2261802,dexamethasone
2047775,metoprolol
2122363,acetaminophen
2122363,dextromethorphan
1146690,lamotrigine
1304853,acetaminophen
1304853,brompheniramine
1304853,pseudoephedrine
1100742,lactate
1100742,icodextrin
1100742,calcium chloride
1100742,magnesium chloride
1100742,sodium chloride
1421071,levothyroxine
883806,epinephrine
1809728,immunoglobulin g
1012099,benzalkonium
1012099,lidocaine
1313059,topiramate
1313059,phentermine
897630,verapamil
1734481,ropivacaine
1797059,zinc oxide
351257,eplerenone
996633,memantine
1244925,vitamin k
1244925,calcium carbonate
1244925,cholecalciferol
2056482,levothyroxine
1595631,acetaminophen
1595631,brompheniramine
562379,prednisolone
1797851,cromolyn
1442683,filgrastim
850425,zinc oxide
850425,petrolatum
487252,spirulina
1298088,flurazepam
282805,menthol
995607,ethambutol
312482,polythiazide
312482,prazosin
1092367,sennosides; usp
1729173,lidocaine
1668245,lidocaine
1668245,menthol
836649,zolpidem
477260,lansoprazole
2107764,lidocaine
895014,morphine
858616,nicardipine
431740,bendroflumethiazide
431740,potassium chloride
857134,acetaminophen
857134,hydrocodone
2167565,rosuvastatin
1437285,topiramate
992757,homatropine
308657,benzocaine
2623,clotrimazole
309552,crotamiton
260351,digoxin
892603,morphine
1012019,lidocaine
404406,montelukast
1495080,chlorhexidine
200132,acarbose
1794902,glucose
1794902,sodium chloride
1999991,magnesium oxide
1741267,iron sucrose
1536457,acetaminophen
1536457,codeine
1093174,cyclosporine
1246096,naftifine
1487074,diclofenac
203219,evening primrose oil
2103184,vasopressin (usp)
1809448,immunoglobulin g
317428,metronidazole
235830,paroxetine
37859,testosterone
313209,temozolomide
312954,silver nitrate
1431104,buprenorphine
1431104,naloxone
1658060,hepatitis a vaccine (inactivated) strain hm175
861966,iloprost
1116154,bacitracin
1116154,hydrocortisone
1116154,neomycin
1116154,polymyxin b
856662,dantrolene
1114135,lipase
1114135,amylase
1114135,protease
210000,aluminum hydroxide
210000,magnesium hydroxide
210000,simethicone
1244636,betamethasone
1544394,methotrexate
1731537,morphine
3616,dobutamine
134615,brimonidine
579999,mineral oil
579999,petrolatum
199078,capsaicin
199655,zafirlukast
1729051,selexipag
313995,fluoxetine
2598695,theanine
1251916,rotigotine
731184,darbepoetin alfa
1729063,selexipag
2601743,tirzepatide
205328,lamivudine
664732,acetylcysteine
859034,pramipexole
1921877,edaravone
861005,metformin
310261,exemestane
245443,niacinamide
1599949,testosterone
861568,esomeprazole
359705,lecithin
329760,ferrous sulfate
854231,enoxaparin
824962,azelastine
215681,nystatin
316812,thiamine
131725,zolpidem
573051,rituximab
1654949,darbepoetin alfa
643022,aripiprazole
1545156,canagliflozin
1545156,metformin
1115583,thioctate
198277,thyroid (usp)
859041,pramipexole
1806878,crofelemer
891816,vitamin e
891816,lutein
891816,zinc oxide
891816,ascorbic acid
891816,cuprous oxide
846192,dexamethasone
199192,famciclovir
308513,bacitracin
308513,polymyxin b
2377343,methotrexate
198902,zinc gluconate
313264,theophylline
313786,acetic acid
313786,hydrocortisone
1191256,fluocinolone
686436,olopatadine
1174986,lamotrigine
1291431,docosaenoic acid
1291431,eicosapentaenoate
202896,estrogens; conjugated (usp)
2584552,pilocarpine
904953,ibandronate
312216,papaverine
198687,guaifenesin
1190556,atropine
545353,olanzapine
205712,dexamethasone
352304,ezetimibe
237653,glucose
855673,phenytoin
829734,magnesium sulfate
404408,escitalopram
1437704,albuterol
1437704,ipratropium
866516,metoprolol
997224,donepezil
1361226,heparin
966247,levothyroxine
691286,mineral oil
691286,petrolatum
207112,fluconazole
207212,omeprazole
208406,sulfamethoxazole
208406,trimethoprim
583165,tizanidine
208464,temazepam
864708,methadone
1099679,valproate
309888,digoxin
1547991,magnesium citrate
1049601,oxycodone
262138,dexmedetomidine
892560,morphine
894803,morphine
616450,mycophenolic acid
540281,fenofibrate
860773,trimethobenzamide
798428,hepatitis b surface antigen vaccine
541664,paroxetine
1437788,calcium carbonate
1437788,cholecalciferol
205641,dronabinol
1928936,glutamine
104367,doxazosin
861808,metformin
861808,rosiglitazone
207346,nitroglycerin
1728056,palonosetron
213295,omeprazole
104719,lorazepam
198861,sodium bicarbonate
2539192,meperidine
1729197,morphine
1726325,irinotecan
998212,morphine
1872443,sodium phosphate; monobasic
1872443,sodium phosphate; dibasic
314087,magnesium hydroxide
3423,hydromorphone
877525,lacticaseibacillus rhamnosus
616489,quetiapine
1797863,flunisolide
311683,metronidazole
151100,dorzolamide
104700,diazepam
240029,cholecalciferol
245500,cholecalciferol
896222,salmeterol
896222,fluticasone
1724666,aminophylline
707347,sodium chloride
992462,promethazine
1300092,phenylephrine
892489,morphine
213379,leflunomide
1101778,potassium phosphate
855340,warfarin
823982,lisinopril
823982,hydrochlorothiazide
859749,rosuvastatin
745752,albuterol
1304564,thiamine
1304564,vitamin a
1304564,vitamin b12
1304564,ascorbic acid
1304564,biotin
1304564,dexpanthenol
1304564,alpha tocopherol
1304564,cholecalciferol
1304564,folic acid
1304564,pyridoxine
1304564,niacinamide
1304564,vitamin k1
1304564,riboflavin
896190,salmeterol
896190,fluticasone
596932,duloxetine
2593847,sars-cov-2 (covid-19) vaccine; mrna spike protein
1809580,immunoglobulin g
724602,carbidopa
724602,levodopa
996520,dextromethorphan
996520,guaifenesin
1734480,ropivacaine
1099565,valproate
1741268,iron sucrose
201322,atenolol
35780,ropivacaine
854253,enoxaparin
404369,ferrous fumarate
104699,diazepam
866513,metoprolol
896165,salmeterol
896165,fluticasone
93253,triamterene
93253,hydrochlorothiazide
541660,paroxetine
1117097,lipase
1117097,amylase
1117097,protease
835958,amiodarone
261178,nystatin
213319,simvastatin
312107,belladonna alkaloids
312107,opium
603281,potassium citrate
861362,fondaparinux
284589,almotriptan
1995155,aprepitant
208094,sucralfate
544915,clofarabine
2000133,vancomycin
902648,disopyramide
1603466,carboxymethylcellulose
882559,quinapril
882559,hydrochlorothiazide
725064,fluoxetine
725064,olanzapine
751302,rivastigmine
854910,bisoprolol
854910,hydrochlorothiazide
979466,losartan
979466,hydrochlorothiazide
749837,hydrochlorothiazide
749837,telmisartan
359144,albuterol
1797933,fluticasone
1664451,acetaminophen
1664451,dextromethorphan
1664451,guaifenesin
1664451,phenylephrine
221147,polyethylene glycol 3350
5470,hydralazine
35827,ketorolac
751612,nebivolol
4493,fluoxetine
861493,meperidine
833147,milnacipran
977980,halobetasol
1648785,vilanterol
1648785,fluticasone
402096,tadalafil
309309,ciprofloxacin
1094104,phenazopyridine
36567,simvastatin
898690,benazepril
730794,carisoprodol
208059,salsalate
77492,tamsulosin
855926,diclofenac
199365,vitamin b12
220892,vitamin e
1992304,timolol
1245168,magnesium citrate
1659139,tazobactam
1659139,piperacillin
1010035,lidocaine
792582,sodium bicarbonate
1046287,polyvinyl alcohol
1046287,povidone
1734484,ropivacaine
854249,enoxaparin
1594591,succinylcholine
1085773,triamcinolone
977842,insulin aspart protamine; human
977842,insulin aspart; human
1431647,golimumab
1652069,duloxetine
226734,imiquimod
1116528,fexofenadine
1246306,budesonide
1246306,formoterol
262091,linezolid
152855,topiramate
966191,levothyroxine
1657068,bevacizumab
206905,ibuprofen
261106,fentanyl
855195,tolterodine
207356,minocycline
205642,dronabinol
724887,amlodipine
724887,valsartan
351875,scopolamine
243797,beta carotene
201882,nitrofurantoin
1600776,carbidopa
1600776,levodopa
890918,estradiol
107050,lymphocyte immune globulin; anti-thymocyte globulin
897126,liraglutide
313861,beta carotene
1651271,olodaterol
1651271,tiotropium
1809584,immunoglobulin g
466457,fluorescein
466457,proparacaine
352314,celecoxib
861771,sitagliptin
861771,metformin
1734917,cyclophosphamide
691188,camphor
691188,methyl salicylate
691188,menthol
1297389,calcium carbonate
1297389,cholecalciferol
1607794,deferasirox
213321,rizatriptan
1488353,cholecalciferol
199168,phenobarbital
804547,difluprednate
1726440,daratumumab
213270,sildenafil
1237059,fentanyl
1115585,thioctate
25138,fluorescein
967388,amphotericin b
858055,paliperidone
1235477,benzocaine
1235477,menthol
259132,red yeast rice
1433241,levomilnacipran
1731993,morphine
198211,simvastatin
310325,ferrous sulfate
8591,potassium chloride
992668,homatropine
992668,hydrocodone
794244,capsaicin
1190957,testosterone
801021,threonine
801021,tryptophan
801021,arginine
801021,tyrosine
801021,valine
801021,calcium chloride
801021,alanine
801021,glucose
801021,glycine
801021,histidine
801021,dibasic potassium phosphate
801021,sodium acetate
801021,isoleucine
801021,leucine
801021,lysine
801021,magnesium chloride
801021,methionine
801021,phenylalanine
801021,proline
801021,serine
801021,sodium chloride
1156383,mupirocin
1164666,lidocaine
1808234,propofol
197818,indomethacin
197659,estradiol
314099,methylprednisolone
861206,brimonidine
1234995,rocuronium
51428,insulin aspart; human
1010033,lidocaine
993518,bupropion
1232651,phenylephrine
6676,meclizine
142004,polyvinyl alcohol
1101339,gabapentin
307702,acetazolamide
854844,lisdexamfetamine
1894,calcitriol
197320,allopurinol
995868,codeine
995868,guaifenesin
1014678,cetirizine
310604,guaifenesin
10829,trimethoprim
905269,trihexyphenidyl
995609,ethambutol
2418,cholecalciferol
308136,amlodipine
314203,quinapril
863841,lipase
863841,amylase
863841,protease
835811,testosterone
1291082,hydrocortisone
1431237,lurasidone
7393,niacin
643177,dasatinib
616485,quetiapine
665033,sitagliptin
198467,aspirin
203088,ketoconazole
198148,prednisone
1190448,diphenhydramine
1190448,pseudoephedrine
1808,bumetanide
744868,zinc oxide
744868,menthol
313989,fluoxetine
485032,tiotropium
243670,aspirin
312055,nystatin
562366,desflurane
993781,acetaminophen
993781,codeine
197739,glycopyrronium
833164,itraconazole
38404,topiramate
248642,fluoxetine
312617,prednisone
41493,meloxicam
606726,esomeprazole
861769,sitagliptin
861769,metformin
1659289,ceftazidime
259151,linseed oil
208081,torsemide
966177,levothyroxine
1797843,ciclesonide
1724668,aminophylline
849438,naproxen
83156,lansoprazole
1797915,triamcinolone
262219,fentanyl
1872265,hydromorphone
1245017,glucosamine
1091212,methylphenidate
309986,dobutamine
198759,niacin
705619,temozolomide
855613,foscarnet
895671,quetiapine
828703,plerixafor
1806926,lipase
1806926,amylase
1806926,protease
1300206,acellular pertussis vaccine; inactivated
1300206,diphtheria toxoid vaccine; inactivated
1300206,tetanus toxoid vaccine; inactivated
1542452,dextromethorphan
1542452,guaifenesin
1312627,loteprednol etabonate
618028,clavulanate
618028,amoxicillin
205604,doxycycline
10691,tranexamic acid
197512,ciprofloxacin
7258,naproxen
1100650,carboxymethylcellulose
1100650,glycerin
1722937,meropenem
860518,carvedilol
2599365,semaglutide
1919211,thiotepa
1362082,aspirin
1362082,dipyridamole
755277,sennosides; usp
686443,paliperidone
198464,aspirin
966250,levothyroxine
1795348,glucose
1795348,sodium chloride
798104,factor viia
198999,ferrous sulfate
207136,methylprednisolone
19831,budesonide
197803,ibuprofen
261339,moxifloxacin
309367,clotrimazole
876195,polyethylene glycol 3350
310149,erythromycin
979471,losartan
979471,hydrochlorothiazide
310410,folic acid
309333,clindamycin
900038,phentermine
1514,betamethasone
349199,valsartan
337623,dornase alfa
201868,rifampin
1012404,bupivacaine
646456,nystatin
855296,warfarin
1049584,oxycodone
895999,fluticasone
598006,erythromycin
200243,sevoflurane
617666,camphor
617666,menthol
847230,insulin glargine
7804,oxycodone
577208,omega-3 acid ethyl esters (usp)
313096,spironolactone
2002,carbamazepine
1244233,methohexital
282465,calcium carbonate
103570,mupirocin
836338,loratadine
1433229,levomilnacipran
315135,levocarnitine
6802,psyllium
2587310,cilgavimab
1158744,silver nitrate
309263,cholecalciferol
207243,oxaprozin
4083,estradiol
1091488,methylphenidate
800611,taurine
800611,threonine
800611,tryptophan
800611,arginine
800611,tyrosine
800611,valine
800611,cysteine
800611,sodium metabisulfite
800611,aspartate
800611,alanine
800611,glycine
800611,histidine
800611,sodium acetate
800611,isoleucine
800611,leucine
800611,lysine
800611,methionine
800611,glutamate
800611,phenylalanine
800611,proline
800611,serine
800611,sodium chloride
790290,desvenlafaxine
1991317,semaglutide
213263,loteprednol etabonate
311681,metronidazole
104784,risperidone
1246326,formoterol
197604,digoxin
1000070,doxepin
