EPA ID,Site Name,City,County,State,Street Address,Zip Code,Region,NPL Status,Partial NPL Deletion,Superfund Alternative Approach,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Construction Complete,Construction Completion Date,Non-NPL Status Category,Non-NPL Status Subcategory,Non-NPL Status,Site Status,Site Type,Site Type Subcategory,Federal Agency,Native American Interest (NAI),Indian Entity (NAI Status),HRS Score,Federal Facility Indicator,Alias/Alternative Site Name,Non-NPL Status Date,Superfund Site Profile Page URL,RCRA Handler ID - RCRA Handler Name
VAN000306115,PECK IRON AND METAL,PORTSMOUTH,PORTSMOUTH CITY,VA,3850 ELM AVENUE, 23704 ,R03,Final NPL,No,No,No,No,No,No,,,,,Active,"Other, Other","Spill or other one-time event, Other",,Yes,Nansemond Indian Nation(Current); Upper Mattaponi Tribe(Current),48.52,No,"PECK IRON & METAL, PECK IRON AND METAL",11/6/2008,www.epa.gov/superfund/peck,
MID006031348,PEERLESS PLATING CO.,MUSKEGON,MUSKEGON,MI,2554 GETTY STREET, 49444 ,R05,Final NPL,No,No,No,Yes,No,Yes,4/5/2001,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,43.94,No,"PEERLESS PLATING CO., PEERLESS PLATING CO INC, PEERLESS PLATING CO INC, PEERLESS PLATING CO INC, PEERLESS PLATING CO",[Blank Date],www.epa.gov/superfund/peerless-plating,
CAD980737092,PEMACO MAYWOOD,MAYWOOD,LOS ANGELES,CA,5050 SLAUSON BOULEVARD, 90270 ,R09,Final NPL,No,No,Yes,Yes,Yes,Yes,9/25/2007,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,45.23,No,"PEMACO MAYWOOD, PEMACO MAYWOOD",2/10/1995,www.epa.gov/superfund/pemaco,
NYN000204407,PENINSULA BOULEVARD GROUNDWATER PLUME,HEWLETT,NASSAU,NY,PENINSULA BOULEVARD AND, 11557 ,R02,Final NPL,No,No,No,Yes,No,No,,,,,Active,Other,Ground water plume site with no identifiable source,,No,,50,No,PENINSULA BOULEVARD GROUND WATER PLUME,[Blank Date],www.epa.gov/superfund/peninsula-groundwater,
FL9170024567,PENSACOLA NAVAL AIR STATION,PENSACOLA,ESCAMBIA,FL,NAVAL AIR STATION BUILDING 3, 32508 ,R04,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,Manufacturing/Processing/Maintenance,Trucks/ships/trains/aircraft and related components,Department of Defense,No,,42.4,Yes,"USN NAVAL AIR STATION PENSACOLA, PENSACOLA NAVAL AIR STATION, PENSACOLA NAVAL AIR STATION",[Blank Date],www.epa.gov/superfund/naval-air-station-pensacola,FL9170024567 - US NAVAL AIR STATION PENSACOLA
WID006176945,PENTA WOOD PRODUCTS,DANIELS,BURNETT,WI,"8682 STATE RD 70, DANIELS TOWNSHIP", 54872 ,R05,Final NPL,No,No,Yes,Yes,Yes,Yes,9/28/2000,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,Yes,St. Croix Chippewa Indians of Wisconsin(Current),50,No,"PENTA WOOD PRODUCTS, PENTA WOOD PRODUCTS INCORPORATED, PENTA WOOD PRODUCTS INC, PENTA WOOD PRODUCTS",[Blank Date],www.epa.gov/superfund/pentawood-products,
ILN000510192,PEOPLES GAS CRAWFORD STATION FORMER MGP,CHICAGO,COOK,IL,3500 S. PULASKI RD (FORMERLY CRAWFORD AV, 60623 ,R05,Not NPL,No,Yes,No,No,Insufficient Data,No,,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Manufacturing/Processing/Maintenance,Coal gasification,,No,,,No,,10/31/2008,www.epa.gov/superfund/peoples-gas-crawford,
ILD982074767,PEOPLES GAS LIGHT & COKE - 22ND ST,CHICAGO,COOK,IL,2200 SOUTH RACINE & CERMAK, 60608 ,R05,Not NPL,No,Yes,No,Insufficient Data,Insufficient Data,No,,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Manufacturing/Processing/Maintenance,Coal gasification,,No,,,No,"22ND STREET STATION FORMER MGP, PEOPLES GAS LIGHT & COKE",10/31/2008,www.epa.gov/superfund/peoples-gas,
ILD982074783,PEOPLES GAS LIGHT & COKE - DIVISION ST,CHICAGO,COOK,IL,1241 W DIVISION STREET & ELSTON AVENUE, 60642-4134 ,R05,Not NPL,No,Yes,No,No,Insufficient Data,No,,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Manufacturing/Processing/Maintenance,Coal gasification,,No,,,No,"DIVISION STREET STATION FORMER MGP SITE, PEOPLES GAS LIGHT & COKE",10/31/2008,www.epa.gov/superfund/peoples-gas-division,
ILD982074775,PEOPLES GAS LIGHT & COKE NORTH STA,CHICAGO,COOK,IL,N. CROSBY & W. DIVISION & W. HOBBIE ST, 60610 ,R05,Not NPL,No,Yes,No,No,Insufficient Data,No,,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Manufacturing/Processing/Maintenance,Coal gasification,,No,,,No,PEOPLES GAS LIGHT & COKE NORTH STATION,10/31/2008,www.epa.gov/superfund/peoples-gas-northstation,
ILD982074759,PEOPLES GAS LIGHT & COKE WILLOW ST STATION,CHICAGO,COOK,IL,1701-1763 KINGSBURY, 60614 ,R05,Not NPL,No,Yes,No,No,Insufficient Data,No,,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Manufacturing/Processing/Maintenance,Coal gasification,,No,,,No,"PEOPLES GAS LIGHT & COKE-WILLOW ST STN, PEOPLES GAS LIGHT & COKE WILLOW ST STA",10/31/2008,www.epa.gov/superfund/peoples-gas-willow,
ILN000510193,PEOPLES GAS NORTH SHORE AVENUE STATION FORMER MGP,CHICAGO,COOK,IL,6659 NORTH KEDZIE AVENUE, 60645 ,R05,Not NPL,No,Yes,Yes,Yes,Yes,Yes,9/22/2020,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Manufacturing/Processing/Maintenance,Coal gasification,,No,,,No,PEOPLES GAS NORTH SHORE AVE STN FORMER M,6/14/2012,www.epa.gov/superfund/peoples-gas-northshore,
ILN000510191,PEOPLES GAS SOUTH STATION FORMER MGP,CHICAGO,COOK,IL,NW CORNER OF ELEANOR AND LOOMIS ST., 60608 ,R05,Not NPL,No,Yes,No,No,Insufficient Data,No,,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Manufacturing/Processing/Maintenance,Coal gasification,,No,,,No,,10/31/2008,www.epa.gov/superfund/peoples-gas-south,
ILN000510194,PEOPLES GAS THROOP STREET FORMER MGP,CHICAGO,COOK,IL,2625 LOOMIS AVENUE, 60608 ,R05,Not NPL,No,Yes,No,No,Insufficient Data,No,,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Manufacturing/Processing/Maintenance,Coal gasification,,No,,,No,PEOPLES GAS THROOP ST FORMER MGP,10/31/2008,www.epa.gov/superfund/peoples-gas-throop,
IAD980852578,PEOPLES NATURAL GAS CO.,DUBUQUE,DUBUQUE,IA,502 E 11TH ST, 52001 ,R07,Final NPL,No,No,Yes,Yes,Yes,Yes,9/28/2000,,,,Active,Manufacturing/Processing/Maintenance,Coal gasification,,No,,46.24,No,"KEY CITY COAL GASIFICATION PLANT, PEOPLES NATURAL GAS CO., DUBUQUE COAL GAS, PEOPLES NATURAL GAS CO",[Blank Date],www.epa.gov/superfund/peoplesnaturalgas,
NJD980529598,PEPE FIELD,BOONTON,MORRIS,NJ,WOOTTON & HILLSIDE, 07005 ,R02,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/6/2000,,,,Active,Waste Management,Other,,No,,,No,"PEPE FIELD, PEPE FIELD",[Blank Date],www.epa.gov/superfund/pepe-field,
FLD032544587,"PEPPER STEEL & ALLOYS, INC.",MEDLEY,MIAMI-DADE,FL,11100 NW S RIVER DR, 33178-1135 ,R04,Final NPL,No,No,Yes,Yes,Not a Groundwater Site,Yes,9/28/1993,,,,Active,"Recycling, Recycling, Recycling","Multiple, Batteries/scrap metals/secondary smelting/precious metal recovery, Other",,No,,31.92,No,"PEPPER STEEL & ALLOYS, INC., PEPPER STEEL & ALLOYS, INC, PEPPERS STEEL & ALLOYS, PEPPER STEEL & ALLOYS, INC., PEPPER STEEL & ALLOYS, INC.",[Blank Date],www.epa.gov/superfund/pepper-steel-and,
ALD980728703,PERDIDO GROUND WATER CONTAMINATION,PERDIDO,BALDWIN,AL,COUNTY RD 47 S, 36562 ,R04,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,7/30/1993,,,,Active,Other,Spill or other one-time event,,No,,,No,"PERDIDO GROUNDWATER CONTAMINATION SITE, PERDIDO GROUND WATER CONTAMINATION, PERDIDO GROUNDWATER CONTAMINATION",8/1/1982,www.epa.gov/superfund/perdido-groundwater-contamination,
MND980609572,PERHAM ARSENIC SITE,PERHAM,OTTER TAIL,MN,SOUTH CO RD 8, 56573 ,R05,Final NPL,No,No,Yes,Yes,Yes,Yes,9/29/1998,,,,Active,Waste Management,Other,,No,,37.98,No,"PERHAM FAIRGROUNDS, PERHAM ARSENIC, PERHAM ARSENIC, PERHAM ARSENIC SITE",[Blank Date],www.epa.gov/superfund/perham-arsenic-site,
TXD980699656,PESSES CHEMICAL CO.,FORT WORTH,TARRANT,TX,2301 S MAIN ST, 76110 ,R06,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,9/28/1992,,,,Active,"Recycling, Recycling, Recycling","Chemicals/chemical waste (e.g., solvent recovery), Batteries/scrap metals/secondary smelting/precious metal recovery, Multiple",,No,,,No,"PESSES CHEMICAL CO., PESSES CHEMICAL CO., PESSES CHEMICAL CO",3/1/1983,www.epa.gov/superfund/pesses,
KSD000829846,PESTER REFINERY CO.,EL DORADO,BUTLER,KS,N TOPEKA ST, 67042 ,R07,Final NPL,No,No,Yes,Yes,Yes,Yes,9/8/1999,,,,Active,Manufacturing/Processing/Maintenance,Oil and gas refining,,No,,30.16,No,"PESTER REFINERY CO, COASTAL REFINING & MARKETING CO (FINDS), PESTER REFINING CO (FINDS), COASTAL DERBY REFINING CO (FINDS), PESTER REFINERY CO.",[Blank Date],www.epa.gov/superfund/pesterrefineryco,
WAD120513957,PESTICIDE LAB (YAKIMA),YAKIMA,YAKIMA,WA,3706 W NOB HILL RD, 98902 ,R10,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,9/30/1992,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,Department of Agriculture,Yes,Confederated Tribes and Bands of the Yakama Nation(Current),,No,"PESTICIDE PIT - YAKIMA, PESTICIDE LAB (YAKIMA), PESTICIDE LAB, USDA - YAKIMA AGRIC RES LAB, PESTICIDE LAB - YAKIMA, YAKIMA PESTICIDE LABORATORY",7/8/1982,www.epa.gov/superfund/yakima-pesticide-lab,
PRD987367349,PESTICIDE WAREHOUSE I,ARECIBO,ARECIBO,PR,ROAD # 2 KM 59.7, 00612 ,R02,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,Other,Other,,No,,50,No,PESTICIDE WAREHOUSE I,[Blank Date],www.epa.gov/superfund/pesticide-warehouse-1,
PRD987367299,PESTICIDE WAREHOUSE III,MANATI,MANATI,PR,ROAD 670 KM 3.7 PALO ALTO, 00674 ,R02,Final NPL,No,No,No,Yes,Insufficient Data,No,,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,50,No,PESTICIDE WAREHOUSE III,4/21/1989,www.epa.gov/superfund/pesticide-warehouse-3,
NYD980530265,PETER COOPER,GOWANDA,CATTARAUGUS,NY,PALMER STREET, 14070 ,R02,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/17/2010,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,Yes,Seneca Nation of Indians(Current),,No,PETER COOPER,9/1/1984,www.epa.gov/superfund/peter-cooper,
NYD980592547,PETER COOPER CORPORATION (MARKHAMS),DAYTON,CATTARAUGUS,NY,BENTLY ROAD, 14138 ,R02,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,11/25/2008,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,,No,"PETER COOPER CORPORATION (MARKHAMS), PETER COOPER CORPORATION (MARKHAMS), PETER COOPER CORP",[Blank Date],www.epa.gov/superfund/peter-cooper-markhams,
OHD987051083,PETERS CARTRIDGE FACTORY,KINGS MILLS,WARREN,OH,1415 GRANDIN ROAD, 45039 ,R05,Final NPL,Yes,No,No,Yes,Yes,Yes,9/16/2016,,,,Active,Manufacturing/Processing/Maintenance,Ordnance production,,No,,,No,PETERS CARTRIDGE FACTORY,12/2/1992,www.epa.gov/superfund/peters-cartridge,
ILD003817137,PETERSEN SAND & GRAVEL,LIBERTYVILLE,LAKE,IL,ILLINOIS ROUTES 21 & 137, 60048 ,R05,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,9/12/1989,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,,No,"PETERSEN SAND & GRAVEL, PETERSEN SAND & GRAVEL",[Blank Date],www.epa.gov/superfund/petersen-sand-gravel,
RID055176283,"PETERSON/PURITAN, INC.",LINCOLN/CUMBERLAND,PROVIDENCE,RI,MARTIN ST, 02864 ,R01,Final NPL,Yes,No,No,Yes,Yes,No,,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,"PETERSON/PURITAN, INC., PETERSON/PURITAN, INC., PETERSON/PURITAN, INC",7/1/1981,www.epa.gov/superfund/peterson,
TXD980873350,"PETRO-CHEMICAL SYSTEMS, INC. (TURTLE BAYOU)",LIBERTY,LIBERTY,TX,1 MI E OF FM563/7 MI N OF I-10, 77575 ,R06,Final NPL,No,No,No,Yes,Yes,Yes,9/30/2010,,,,Active,Waste Management,Industrial waste landfill,,No,,29.94,No,"PETRO-CHEMICAL SYSTEMS INC (TURTLE BAYOU, PETRO-CHEMICAL SYSTEMS, INC. (TURTLE BAYOU), PETRO-CHEMICAL SYSTEMS, (TURTLE BAYOU), PETRO-CHEMICAL, INC. (TURLE BAYOU), TURTLE BAYOU",5/1/1984,www.epa.gov/superfund/petro-chem,
LAD057482713,"PETRO-PROCESSORS OF LOUISIANA, INC.",SCOTLANDVILLE,EAST BATON ROUGE,LA,BROOKLAWN DRIVE, 70807 ,R06,Final NPL,No,No,No,Insufficient Data,Yes,Yes,7/31/2003,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,41.44,No,"PETRO-PROCESSORS OF LOUISIANA INC., PETRO-PROCESSORS OF LOUISIANA, INC., PETRO-PROCESSORS OF LOUISIANA INC, PETRO-PROCESSORS OF LOUISIANA INC",9/8/1983,www.epa.gov/superfund/petro-processors,
UTD093119196,PETROCHEM RECYCLING CORP./EKOTEK PLANT,SALT LAKE CITY,SALT LAKE,UT,1628 N CHICAGO ST, 84116 ,R08,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,4/12/2000,,,,Active,"Recycling, Waste Management, Multiple, Manufacturing/Processing/Maintenance, Recycling","Chemicals/chemical waste (e.g., solvent recovery), Industrial waste facility (non-generator), Multiple, Oil and gas refining, Batteries/scrap metals/secondary smelting/precious metal recovery",,No,,,No,"PETROCHEM PLANT, EKOTEK(PETROCHEM PLANT) INC, PETROCHEM PLANT (ECOTECH), ECOTECH, PETROCHEM RECYCLING CORP./EKOTEK PLANT",7/1/1980,www.epa.gov/superfund/petrochem,
FLD980798698,PETROLEUM PRODUCTS CORP.,PEMBROKE PARK,BROWARD,FL,14000 BLOCK PEMBROKE ROAD, 33024 ,R04,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,Recycling,Waste/used oil,,No,,40.11,No,"PETROLEUM PRODUCTS CORP., PETROLEUM PRODUCTS, PETROLEUM PRODUCTS CORP, PETROLEUM PRODUCTS CORP., PEMBROKE RD, PETROLEUM PRODUCTS CORP",12/1/1982,www.epa.gov/superfund/petroleum-products-corporation,
NYD980507495,PFOHL BROTHERS LANDFILL,CHEEKTOWAGA,ERIE,NY,PFOHL RD, 14225 ,R02,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/27/2002,,,,Active,Waste Management,Co-disposal landfill (municipal and industrial),,No,,,No,"PFOHL BROTHERS LANDFILL, AKA AERO DRIVE LANDFILL, PFOHL BROTHERS LANDFILL",3/1/1979,www.epa.gov/superfund/pfohl-brothers,
AZD980695902,PHOENIX-GOODYEAR AIRPORT AREA,GOODYEAR,MARICOPA,AZ,BETWEEN LWR BUCKEYE ROAD & VAN BUREN, 85338 ,R09,Final NPL,No,No,No,Yes,No,No,,,,,Active,Other,Ground water plume site with no identifiable source,,No,,45.91,No,"LITCHFIELD ARPT INDUSTRIAL AREA, LITCHFIELD AIRPORT AREA, PLA, CHROME SLUDGE BED, PHOENIX-LITCHFIELD AIRPORT AREA, UNIDYNAMICS-PHOENIX, INC, LITCHFIELD AIRPORT AREA, LITCHFIELD AIRPORT AREA, PHOENIX-GOODYEAR AIRPORT AREA, PHOENIX GOODYEAR AIRPORT AREA, PHOENIX GOODYEAR AIRPORT",[Blank Date],www.epa.gov/superfund/phoenix-goodyearairport,
NJ3210020704,PICATINNY ARSENAL (USARMY),ROCKAWAY TOWNSHIP,MORRIS,NJ,OFF RTE 15 DOVER NJ, 07801 ,R02,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,Other,"Research, development, and testing facility",Department of Defense,No,,42.92,Yes,"PICATINNY-ARSENAL 8, PICATINNY-ARSENAL 11, PICATINNY-ARSENAL 22, PICATINNY-ARSENAL 4, PICATINNY ARSENAL 13, PICATINNY ARSENAL, PICATINNY-ARSENAL 19, PICATINNY ARSENAL 7, PICATINNY-ARSENAL 3, PICATINNY ARSENAL 19, PICATINNY ARSENAL 3, PICATINNY ARSENAL 10, PICATINNY-ARSENAL 12, PICATINNY ARSENAL 22, PICATINNY ARSENAL 2, PICATINNY ARSENAL 21, PICATINNY-ARSENAL 5, PICATINNY-ARSENAL 2, PICATINNY ARSENAL 20, PICATINNY ARSENAL 11, PICATINNY ARSENAL 4, PICATINNY ARSENAL 12, PICATINNY ARSENAL 6, PICATINNY ARSENAL 9, PICATINNY-ARSENAL 9, PICATINNY-ARSENAL 6, PICATINNY-ARSENAL 7, PICATINNY ARSENAL 8, PICATINNY ARSENAL 23, PICATINNY ARSENAL, PICATINNY-ARSENAL 1, PICATINNY ARSENAL 5, PICATINNY ARSENAL 1, PICATINNY ARSENAL 24, PICATINNY-ARSENAL 10, PICATINNY-ARSENAL 21, PICATINNY-ARSENAL 23, PICATINNY ARSENAL (USARMY), PICATINNY ARSENAL (USARMY), PICATINNY-ARSENAL 13, PICATINNY-ARSENAL 20, PICATINNY-ARSENAL 24",2/1/1980,www.epa.gov/superfund/picatinny-arsenal,
MSD065490930,PICAYUNE WOOD TREATING SITE,PICAYUNE,PEARL RIVER,MS,403 DAVIS STREET, 39466 ,R04,Final NPL,No,No,No,Yes,Insufficient Data,Yes,12/3/2020,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,51.03,No,"PICAYUNE WOOD TREATING INC, WOOD TREATING INC, WOOD TREATING INC, PICAYUNE WOOD TREATING",8/1/1980,www.epa.gov/superfund/picayune-wood-treating,
RID980579056,PICILLO FARM,COVENTRY,KENT,RI,PERRY HILL RD, 02816 ,R01,Final NPL,No,No,Yes,Yes,Yes,Yes,9/3/2003,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,,No,"CANDY BOX FARM, PICILLO FARM",[Blank Date],www.epa.gov/superfund/picillo,
FLD980556351,PICKETTVILLE ROAD LANDFILL,JACKSONVILLE,DUVAL,FL,5150 PICKETTVILLE RD, 32205 ,R04,Final NPL,No,No,Yes,Yes,Yes,Yes,9/24/2008,,,,Active,Waste Management,Co-disposal landfill (municipal and industrial),,No,,42.94,No,"PICKETTVILLE RD LDFL, PICKETTVILLE ROAD LANDFILL",[Blank Date],www.epa.gov/superfund/picketville-road-landfill,
NJD002144517,PIERSON'S CREEK,NEWARK,ESSEX,NJ,ONE AVENUE L, 07105 ,R02,Final NPL,No,No,No,Insufficient Data,Insufficient Data,No,,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,50,No,"TROY CHEM CORP INC, TROY CHEM CORP INC",12/12/2013,www.epa.gov/superfund/piersons-creek,
NJD980532808,PIJAK FARM,PLUMSTEAD TOWNSHIP,OCEAN,NJ,FISCHER ROAD, 08533 ,R02,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,2/28/1996,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,,No,"PIJAK FARM, PIJAK FARM, PIJAK FARM",[Blank Date],www.epa.gov/superfund/pijak-farm,
INN000508678,PIKE AND MULBERRY STREETS PCE PLUME,MARTINSVILLE,MORGAN,IN,INTERSECTION OF PIKE AND MULBERRY STREET, 46151 ,R05,Final NPL,No,No,No,No,Insufficient Data,No,,,,,Active,"Other, Other","Spill or other one-time event, Ground water plume site with no identifiable source",,No,,50,No,"MASTERWEAR, MASTER WEAR, MASTER WEAR, PIKE AND MULBERRY STREETS PCE PLUME",1/21/2003,www.epa.gov/superfund/pike-mulberry-pce,
VTD988366720,PIKE HILL COPPER MINE,CORINTH,ORANGE,VT,PIKE HILL ROAD, 05039 ,R01,Final NPL,No,No,No,Insufficient Data,Insufficient Data,No,,,,,Active,"Mining, Mining","Non-metal minerals, Metals",,No,,50,No,"PIKE HILL COPPER MINE, PIKE HILL COPPER MINE",[Blank Date],www.epa.gov/superfund/pikehill,
MND000245795,PINE BEND SANITARY LANDFILL,DAKOTA COUNTY,DAKOTA,MN,2495 E 117TH ST, 55075 ,R05,Deleted NPL,Yes,No,No,Yes,Yes,Yes,9/28/1995,,,,Active,Waste Management,Industrial waste landfill,,No,,,No,"PINE BEND SAN LDFL, PINE BEND SAN LDFL, DEMOLITION LDFL, PINE BEND SANITARY LDFL CROSBY AMERICAN, PINE BEND SANITARY LANDFILL, PINE BEND SAN LDFL, PINE BEND SANITARY LANDFILL",[Blank Date],www.epa.gov/superfund/pine-bend-landfill,
VTD980523062,PINE STREET CANAL,BURLINGTON,CHITTENDEN,VT,PINE STREET, 05401 ,R01,Final NPL,No,No,Yes,Yes,Yes,Yes,9/16/2004,,,,Active,Manufacturing/Processing/Maintenance,Coal gasification,,No,,,No,"PINE STREET CANAL, PINE STREET CANAL",[Blank Date],www.epa.gov/superfund/pinestreet,VTR000529321 - PINE STREET PERFORMING DEFENDANTS CARE OF GREEN MOUNTAIN POWER CORPORATION
MED980732291,PINETTE'S SALVAGE YARD,WASHBURN,AROOSTOOK,ME,GARDNER CREEK RD, 04786 ,R01,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,6/30/1997,,,,Active,Other,Spill or other one-time event,,No,,,No,PINETTE'S SALVAGE YARD,[Blank Date],www.epa.gov/superfund/pinette,
NJD002360188,PIONEER METAL FINISHING INC,FRANKLINVILLE,GLOUCESTER,NJ,2034 COLES MILL RD, 08322 ,R02,Final NPL,No,No,No,Insufficient Data,Insufficient Data,No,,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,47.99,No,,9/3/2020,www.epa.gov/superfund/Pioneer-Metal-Finishing,
FLD056116965,PIONEER SAND CO.,PENSACOLA,ESCAMBIA,FL,5800 Saufley Pines Road, 32526 ,R04,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,12/31/1991,,,,Active,Waste Management,Other,,No,,,No,"PIONEER SAND COMPANY SITE, PIONEER SAND CO., PIONEER SAND CO, PIONEER SAND CO.",11/1/1979,www.epa.gov/superfund/pioneer-sand-company,
FLD004054284,PIPER AIRCRAFT CORP./VERO BEACH WATER & SEWER DEPARTMENT,VERO BEACH,INDIAN RIVER,FL,PIPER DR & AVIATION BLVD, 32960 ,R04,Final NPL,No,No,Yes,Yes,Yes,Yes,9/21/1998,,,,Active,Manufacturing/Processing/Maintenance,Trucks/ships/trains/aircraft and related components,,No,,31.13,No,"PIPER AIRCRAFT CORP VERO BEACH DIVISION, VERO BEACH WELLFIELD, PIPER AIRCRAFT/VERO BEACH WATER & SEWER, PIPER AIRCRAFT CORP./VERO BEACH WATER & SEWER DEPARTMENT, PIPER AIRCRAFT/VERO BEACH WTR & SWR DEPT",[Blank Date],www.epa.gov/superfund/piper-aircraft-corp,
NJD980505648,PJP LANDFILL,JERSEY CITY,HUDSON,NJ,400 SIP AVE, 07306 ,R02,Final NPL,No,No,No,Yes,Yes,Yes,9/25/2020,,,,Active,Waste Management,Industrial waste landfill,,No,,28.73,No,"PJP LANDFILL, P J P LANDFILL, PULASKI SKYWAY, PJP LANDFILL",6/1/1979,www.epa.gov/superfund/pjp-landfill,
KSD065735912,"PLATING, INC.",GREAT BEND,BARTON,KS,8801 WEST SIXTH STREET, 67530 ,R07,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,50,No,"Plating Inc, PLATING,INC SITE, PLATING INC",[Blank Date],www.epa.gov/superfund/platinginc,
NY4571924774,PLATTSBURGH AIR FORCE BASE,PLATTSBURGH,CLINTON,NY,PLATTSBURGH AFB, 12901 ,R02,Final NPL,No,No,No,Insufficient Data,Insufficient Data,No,,,,,Active,Manufacturing/Processing/Maintenance,Trucks/ships/trains/aircraft and related components,Department of Defense,No,,30.34,Yes,"PLATTSBURGH AFB, PLATTSBURGH AIR FORCE BASE, PLATTSBURGH AIR FORCE BASE",5/1/1978,www.epa.gov/superfund/plattsburgh-afb,
MAD980525232,PLYMOUTH HARBOR/CANNON ENGINEERING CORP.,PLYMOUTH,PLYMOUTH,MA,CORDAGE PARK, 02360 ,R01,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,5/29/1992,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,,No,PLYMOUTH HARBOR/CANNON ENGINEERING CORP.,[Blank Date],www.epa.gov/superfund/plymouth,
MID006013049,PMC GROUNDWATER,PETOSKEY,EMMET,MI,200 W LAKE ST, 49770 ,R05,Final NPL,No,No,No,Yes,Yes,Yes,2/18/2000,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,Yes,"Little Traverse Bay Bands of Odawa Indians, Michigan(Current)",42.68,No,"PETOSKEY MFG CO INC, PETOSKEY MUNICIPAL WELL FIELD, PETOSKEY MUNICIPAL WELL FIELD",4/1/1979,www.epa.gov/superfund/pmc-groundwater,
IND980684583,POER FARM,HANCOCK COUNTY,HANCOCK,IN,CO RD 1050E & CR 400N, 46117 ,R05,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,8/18/1989,,,,Active,Other,Other,,No,,,No,"POER FARM, POER FARM, POER FARM, NORMAN POER FARM",[Blank Date],www.epa.gov/superfund/poer-farm,
