NDC,INGREDIENT
00904625061,levofloxacin
24208035825,tobramycin
24208035825,loteprednol etabonate
43386071109,quinapril
43386071109,hydrochlorothiazide
00472037115,betamethasone
00093712901,torsemide
61748004501,6-aminocaproic acid
25021016430,tazobactam
25021016430,piperacillin
68180028407,zidovudine
68180028407,lamivudine
49884080502,quetiapine
63323016501,dexamethasone
00603533715,prednisone
00186032454,candesartan
00186032454,hydrochlorothiazide
00409733801,ceftriaxone
68084028101,carbidopa
68084028101,levodopa
00115211101,demeclocycline
68001017803,glimepiride
00093414564,levalbuterol
51079098301,lisinopril
00781227364,amlodipine
00781227364,benazepril
63739054110,furosemide
51991087890,eplerenone
00093736810,losartan
00093736810,hydrochlorothiazide
68001039908,fluoxetine
24979001012,nifedipine
00378016789,doxycycline
00591375801,amlodipine
00591375801,benazepril
00093690245,fentanyl
31722051290,simvastatin
43598020369,clavulanate
43598020369,amoxicillin
00603422932,losartan
00603422932,hydrochlorothiazide
16729006516,levetiracetam
00574704012,belladonna alkaloids
00574704012,opium
00228306311,dextroamphetamine
00228306311,amphetamine
64679094201,lisinopril
00574015904,opium
68462016101,metformin
00603461428,metoclopramide
68001020400,labetalol
00456401001,citalopram
00409781137,metronidazole
61442010305,diclofenac
53746011101,acetaminophen
53746011101,hydrocodone
59746024705,lamotrigine
00904552560,doxazosin
00409795303,lactate
00409795303,calcium chloride
00409795303,potassium chloride
00409795303,sodium chloride
00004035009,peginterferon alfa-2a
00781595264,hydrochlorothiazide
00781595264,valsartan
61958080201,ambrisentan
57664010788,promethazine
00245036030,potassium chloride
00054415625,codeine
00009003933,methylprednisolone
00025153001,celecoxib
00006384571,ertapenem
00245531611,potassium chloride
00904647061,venlafaxine
50111056301,cyclobenzaprine
66689002304,acetaminophen
66689002304,hydrocodone
00245531915,potassium chloride
00591321060,rivastigmine
29300022601,metronidazole
00078048042,estradiol
00603360921,acetaminophen
00603360921,hydrocodone
57664064988,chlorthalidone
00003256016,aztreonam
64980034003,alendronate
51079094420,bupropion
52652300101,lisinopril
00781188431,ranitidine
16714046404,desogestrel
16714046404,ethinyl estradiol
16714046404,inert ingredients
67877048284,telmisartan
33342004907,irbesartan
00781615757,amoxicillin
66993004330,atomoxetine
51672408104,clindamycin
00781552831,bupropion
23155023501,glyburide
23155023501,metformin
50111081942,ondansetron
00004035239,peginterferon alfa-2a
65862069299,phenytoin
69665021630,sodium bicarbonate
69665021630,omeprazole
16714008305,hydroxyzine
13811066260,duloxetine
66993005430,olanzapine
00185060210,lisinopril
00378100101,thiothixene
00781713704,clobetasol
45802095301,diclofenac
00024550131,zolpidem
43547039309,olmesartan
43547039309,hydrochlorothiazide
00074012403,adalimumab
10147170007,itraconazole
00378209601,nisoldipine
00378817191,dronabinol
16714079501,terbinafine
00245010810,ferrous sulfate
11917001257,sodium chloride
00006057782,sitagliptin
00006057782,metformin
00904581852,ranitidine
50428694949,propylene glycol
50428694949,polyethylene glycol 400
29300041305,cyclobenzaprine
00378348201,nifedipine
57237017105,rosuvastatin
00555095502,dextroamphetamine
00113057826,dextromethorphan
00113057826,guaifenesin
00093947753,glyburide
00074622713,erythromycin
41100080676,polyethylene glycol 3350
04142000024,saccharomyces boulardii
58980062570,urea
00168041699,tacrolimus
69367016620,ferrous sulfate
50742025290,diltiazem
00781178501,diclofenac
57237005820,cefuroxime
00054028325,oxymorphone
51991087833,eplerenone
42806014301,demeclocycline
70677005801,sennosides; usp
76385012401,methocarbamol
59762134601,pregabalin
10702002601,phentermine
50428031818,melatonin
42291074801,sildenafil
16714004302,venlafaxine
69543041010,phendimetrazine
74312007903,melatonin
67877052730,solifenacin
69452014330,benzonatate
65862093488,ferrous fumarate
65862093488,ethinyl estradiol
65862093488,norethindrone
55111029298,sumatriptan
51672136504,fluocinolone
49348098023,aspirin
00168026315,alclometasone
00904699860,docusate
00093763957,temozolomide
62559099212,fluconazole
59762121003,desvenlafaxine
33342032915,triamcinolone
00378548577,meclizine
00378702093,acitretin
00409427902,lidocaine
00023927705,ketorolac
70156010401,hyoscyamine
63739056710,tamsulosin
00378967193,albuterol
00378967193,ipratropium
67877057210,esomeprazole
16714051301,valproate
64679090201,captopril
00363011222,pseudoephedrine
58177067904,oxycodone
66993018802,hydrochlorothiazide
66993018802,spironolactone
70700015901,midodrine
51862003603,drospirenone
51862003603,ethinyl estradiol
51862003603,inert ingredients
80681017000,cholecalciferol
68001043390,nicotine
00054025013,irbesartan
68462029501,verapamil
68462029501,trandolapril
69543013510,methocarbamol
68084008001,gabapentin
62756097083,buprenorphine
62756097083,naloxone
00378710401,acetaminophen
00378710401,oxycodone
68001014408,potassium chloride
00781556910,clonazepam
00093207501,tolmetin
00006482600,varicella-zoster virus vaccine live (oka-merck) strain
51079069019,loperamide
00045081015,becaplermin
25021080601,haloperidol
00904672080,acetaminophen
60505463203,cyclosporine
00527139501,loxapine
25010081656,timolol
51991071641,risperidone
60505309702,risedronate
00378361301,liothyronine
42195030809,fenoprofen
68382013506,losartan
00093402910,indomethacin
00121457735,lactulose
00143148001,propylthiouracil
68382034201,ropinirole
51672135004,clobetasol
76385011101,carvedilol
49502050102,epinephrine
60505038001,risperidone
12496120403,buprenorphine
12496120403,naloxone
59762005001,methylprednisolone
52565001829,clindamycin
00185037301,citalopram
55111047805,zolpidem
60429031710,losartan
65862004824,zidovudine
23155007001,methimazole
42388002526,cabozantinib
45802042337,desonide
42571011905,tramadol
42571011905,acetaminophen
63739070010,ciprofloxacin
00115172501,griseofulvin
53489047901,sulindac
70564080260,crofelemer
00078051205,carbamazepine
45963046103,lansoprazole
00781520631,losartan
00781520631,hydrochlorothiazide
57664024518,carvedilol
65162025306,ranitidine
13811064030,ropinirole
00143985316,clavulanate
00143985316,amoxicillin
00172566470,buspirone
17478020911,ketorolac
10631009260,crotamiton
00456040010,ceftaroline fosamil
50458060128,risperidone
50742062201,nifedipine
24338018304,ivermectin
64764099430,azilsartan
64764099430,chlorthalidone
52565005615,triamcinolone
27241000812,levetiracetam
68084024401,clindamycin
68382004201,promethazine
16714099001,rosuvastatin
50111047001,propranolol
00149047101,risedronate
51862085605,carbidopa
51862085605,levodopa
42192080101,phenazopyridine
00574414435,bacitracin
00574414435,hydrocortisone
00574414435,neomycin
00574414435,polymyxin b
51672134004,betamethasone
16714051101,valproate
00703220104,promethazine
00093301756,tadalafil
00093310993,amoxicillin
65162076111,warfarin
00186000431,candesartan
62756043088,lithium carbonate
50111030702,hydroxyzine
69543038530,olanzapine
60505025301,clopidogrel
68682010301,diclofenac
68180038506,tramadol
62332003531,ropinirole
65862003560,cefuroxime
68001033400,lisinopril
62332005471,clonidine
50458094101,canagliflozin
50458094101,metformin
59651014530,ranitidine
59762007101,losartan
68084053001,quetiapine
59630020010,glycopyrronium
51672135802,diclofenac
51672129203,hydrocortisone
00378282010,acarbose
00378647044,scopolamine
00574220545,tretinoin
65862045460,alprazolam
00093306056,rasagiline
33342005807,hydrochlorothiazide
33342005807,irbesartan
31722094905,acetaminophen
31722094905,oxycodone
00378620101,verapamil
51079078820,alprazolam
00781320795,ceftriaxone
25021016224,oxacillin
63323054201,heparin
51672207308,loratadine
08080575000,isopropyl alcohol
11534016644,sodium polystyrene sulfonate
69967000201,isopropyl alcohol
00054024324,codeine
54458096716,glimepiride
55111016201,ofloxacin
68013000101,colchicine
68462020601,moexipril
68462020601,hydrochlorothiazide
64720032210,zaleplon
63323033920,vancomycin
62175012843,isosorbide
33342009441,rizatriptan
16714035602,levetiracetam
00338008904,glucose
00338008904,sodium chloride
65162076311,warfarin
45802048526,fluocinolone
51079097820,carbidopa
51079097820,levodopa
57237003101,amoxicillin
64980041609,pregabalin
00378055377,pravastatin
50458086401,tapentadol
64380075806,acarbose
68180039201,ciprofloxacin
00185536930,eplerenone
00093723898,hydrochlorothiazide
00093723898,irbesartan
24208078555,bacitracin
24208078555,hydrocortisone
24208078555,neomycin
24208078555,polymyxin b
65862062690,rizatriptan
68382075910,metformin
00409471312,lidocaine
00781204316,ribavirin
71930002152,acetaminophen
71930002152,hydrocodone
64679096801,bethanechol
55111025301,carvedilol
55390007710,prochlorperazine
66758016013,potassium chloride
16729021401,doxazosin
50474080303,rotigotine
00378001802,metoprolol
53489059110,cyclobenzaprine
50474059966,levetiracetam
64896069250,zolmitriptan
72888003700,carvedilol
00143971310,lisinopril
46122045021,lidocaine
59779001951,diphenhydramine
00023485745,eflornithine
75834002001,cholecalciferol
76282021330,sertraline
43547033009,hydrochlorothiazide
43547033009,irbesartan
70069009101,azelastine
64380086707,gabapentin
00378502191,alprazolam
59762500701,misoprostol
00472022063,clotrimazole
00597015237,empagliflozin
60219170607,prednisone
68968661008,estradiol
00169300315,insulin; regular; human
53489070007,quinine
50428270137,aspirin
42043022109,sumatriptan
45802081184,naloxone
00904672559,sennosides; usp
63304079290,simvastatin
24658021445,simvastatin
37205025172,sennosides; usp
37205025172,docusate
51672129003,hydrocortisone
43598044774,nicotine
16714079903,cetirizine
00904001259,chlorpheniramine
37205031440,aluminum hydroxide
37205031440,magnesium hydroxide
37205031440,simethicone
00378347501,nifedipine
33342009809,tolterodine
49483062310,metformin
60505268206,cefuroxime
37205034978,sennosides; usp
37205034978,docusate
00093718810,fluoxetine
00409795309,lactate
00409795309,calcium chloride
00409795309,potassium chloride
00409795309,sodium chloride
23155004601,hydrochlorothiazide
77771015805,celecoxib
49348063349,psyllium
46122016128,sodium phosphate; monobasic
46122016128,sodium phosphate; dibasic
51079030630,polyethylene glycol 3350
00904677361,acetaminophen
50428695051,acetaminophen
68382048428,mesalamine
00187170405,vitamin k1
65862076630,fesoterodine
71930006415,levetiracetam
00363015712,aspirin
31604002675,cholecalciferol
37205061272,polyethylene glycol 3350
61748004416,6-aminocaproic acid
00536250676,sodium chloride
50428102194,nicotine
16714007701,tadalafil
66993000210,estradiol
54288012530,potassium chloride
57237001005,mirtazapine
00904792717,bisacodyl
43353021580,potassium chloride
57896079401,guaifenesin
00023391950,botulinum toxin type a
60429027090,omeprazole
16714093601,atenolol
16714093601,chlorthalidone
49100036404,lacticaseibacillus rhamnosus
16729030501,diltiazem
70010010910,gabapentin
67877074957,fosfomycin
62756018518,oxcarbazepine
50428232642,loratadine
11917004954,hydrocortisone
00132007924,glycerin
49348049807,aspirin
16714020130,ondansetron
00573018021,ibuprofen
00573018021,pseudoephedrine
55111057511,ibandronate
69784018010,polyethylene glycol 3350
42806055212,omega-3 acid ethyl esters (usp)
51672202002,tolnaftate
68016030608,bisacodyl
65862003420,cefuroxime
31722016860,duloxetine
31722071101,sildenafil
43353073245,hydrochlorothiazide
31722061190,pregabalin
16714021603,cefprozil
00603108858,trichloroacetaldehyde
16571066550,metronidazole
68001021500,triamterene
68001021500,hydrochlorothiazide
99207017002,nitroglycerin
52343002499,simvastatin
00054872216,prednisone
73473030370,metronidazole
55111073709,sumatriptan
13668021890,aripiprazole
16477050501,prednisolone
58160082611,hepatitis a vaccine (inactivated) strain hm175
00093813301,captopril
00472040250,clobetasol
68180033607,metformin
49884009902,propafenone
47781053601,acetaminophen
47781053601,caffeine
47781053601,butalbital
13668007090,valsartan
00093213093,nitrofurantoin
68462056830,amlodipine
68462056830,olmesartan
47781020404,estradiol
00054008625,zolpidem
00024414218,dronedarone
00093505006,pioglitazone
00093505006,metformin
49884012405,labetalol
00009028002,methylprednisolone
00781171601,chlorpromazine
68382085105,metronidazole
42806009801,potassium chloride
00603568328,risperidone
23155014701,acarbose
68180041406,hydrochlorothiazide
68180041406,irbesartan
51672130901,betamethasone
64376060461,methscopolamine
31722021901,benztropine
00406012362,acetaminophen
00406012362,hydrocodone
65862001405,amoxicillin
00527293341,prednisone
49884004463,travoprost
59762080006,tolterodine
50458056101,paliperidone
62332009931,aripiprazole
00185012401,benazepril
00185012401,hydrochlorothiazide
55390041305,haloperidol
33342010311,quetiapine
00143134805,naproxen
00406855830,oxycodone
00904641961,acetaminophen
00904641961,hydrocodone
00591320413,podofilox
68084048101,levofloxacin
68462034405,hydralazine
00054000285,fluconazole
64980050924,dexamethasone
76329336901,naloxone
51862022805,acetaminophen
51862022805,hydrocodone
43386035810,acetaminophen
43386035810,hydrocodone
16252054733,albuterol
16252054733,ipratropium
59762180801,paroxetine
00904609061,metformin
00002512377,prasugrel
68025007590,amantadine
59762001101,losartan
59762001101,hydrochlorothiazide
00095300001,acetaminophen
00095300001,butalbital
43598000452,clavulanate
43598000452,amoxicillin
00143144505,phenobarbital
64380080404,ranitidine
60505017101,tramadol
00143959525,lidocaine
51862034590,dextroamphetamine
69097082407,citalopram
60951031070,aspirin
60951031070,oxycodone
55513020991,filgrastim
00527142562,morphine
64679073609,metoprolol
67457088799,medroxyprogesterone
68001013606,ziprasidone
68084029901,tamsulosin
13668003105,topiramate
54838051080,oxybutynin
13668011410,losartan
50474059866,levetiracetam
42858035340,buprenorphine
00472135832,lactulose
00009082501,hydrocortisone
00378414001,disulfiram
51079055068,acyclovir
00228226910,metoclopramide
50383026960,clobetasol
65862056530,olanzapine
00173300101,fluticasone
00591566005,sulindac
61570011201,ramipril
00781527492,donepezil
52152034102,desipramine
00093576901,olanzapine
54458092205,citalopram
00009501401,miglitol
00527600274,lidocaine
00143134601,naproxen
51079002320,metolazone
00143142501,prednisone
49884093105,amlodipine
49884093105,benazepril
65862032804,alendronate
65862078130,olmesartan
65862078130,hydrochlorothiazide
59746051630,darifenacin
50580054548,pseudoephedrine
13107004605,acetaminophen
13107004605,oxycodone
00023611101,lipase
00023611101,amylase
00023611101,protease
00378047277,valproate
00641605725,midazolam
45945015701,baclofen
00597026010,glucagon
63824017563,dextromethorphan
63323026950,propofol
65162064978,oxcarbazepine
72572017001,fentanyl
63323041125,midazolam
10454071110,botulinum toxin type b
25021067376,lidocaine
24385032830,phenol
73562011101,lipase
73562011101,amylase
73562011101,protease
54436002004,methotrexate
65162046819,clindamycin
61314020615,pilocarpine
50532011310,hyoscyamine
00574029701,hydromorphone
00409733701,ceftriaxone
00904671318,aspirin
00049350079,fluconazole
00093416073,amoxicillin
59779030602,polyethylene glycol 3350
60760050390,tizanidine
50383062750,ferrous sulfate
00062125115,norgestimate
00062125115,ethinyl estradiol
00062125115,inert ingredients
00904250091,calcium polycarbophil
76282033010,warfarin
61570007301,estrogens; esterified (usp)
00378923093,mesalamine
54766076003,pramoxine
54766076003,hydrocortisone
10135067901,ropinirole
00187073090,bupropion
47335095681,alfuzosin
00115112208,galantamine
16714084301,amiodarone
72578009301,betamethasone
42806071501,benzonatate
10135053410,digoxin
35573044525,levalbuterol
64380093505,losartan
42806071405,benzonatate
62559055016,sulfamethoxazole
62559055016,trimethoprim
00085133401,desloratadine
67877067101,morphine
71858040505,diclofenac
54569451000,chlorpheniramine
54569451000,hydrocodone
68071055330,acetaminophen
68071055330,caffeine
68071055330,butalbital
00603213021,alprazolam
55150016910,bupivacaine
00009023301,bacitracin
59630040010,mefenamate
60687012901,docusate
63323027025,propofol
60505056001,ofloxacin
51407025010,pantoprazole
52343003018,gabapentin
00904505359,pseudoephedrine
67544099630,zolpidem
55111073010,allopurinol
49035030882,acetaminophen
70370204001,valbenazine
10135053201,baclofen
16714094801,dextroamphetamine
16714094801,amphetamine
66553000101,aspirin
49035023860,docusate
69387010330,paricalcitol
59779073041,miconazole
50428444386,cetirizine
50428444386,pseudoephedrine
68382076314,clarithromycin
51991065601,hyoscyamine
71930005012,potassium citrate
10147090303,tramadol
55111049230,esomeprazole
51407007810,atorvastatin
64679084610,metoprolol
66658023407,anakinra
00173079001,propranolol
00430302015,calcipotriene
63032003150,clobetasol
00574222545,tretinoin
50428264783,docusate
43199005430,lidocaine
00169517304,estradiol
42192060716,brompheniramine
42192060716,dextromethorphan
42192060716,pseudoephedrine
00074714919,levothyroxine
65162027110,sulfamethoxazole
65162027110,trimethoprim
00574206304,clobetasol
00363056317,aspirin
00363007302,aluminum hydroxide
00363007302,magnesium hydroxide
00363007302,simethicone
51991096158,polyethylene glycol 3350
10370017109,darifenacin
31722095101,acetaminophen
31722095101,oxycodone
43598060556,tobramycin
67877061415,tizanidine
13668016030,hydrochlorothiazide
13668016030,telmisartan
50428085942,isopropyl alcohol
65862067801,alprazolam
67544085560,simvastatin
00009347503,methylprednisolone
00093595556,arformoterol
67877025523,cephalexin
51224001050,benzonatate
00009005604,methylprednisolone
00378408301,dexmethylphenidate
23155073601,terazosin
00093526498,solifenacin
42806012101,sotalol
00904689892,tizanidine
00713016501,acetaminophen
65243028745,hydrochlorothiazide
72865014330,losartan
33342021007,pramipexole
13668056630,tadalafil
10019010201,lorazepam
67457042312,dexamethasone
62332058631,amantadine
10006073035,vitamin b12
68462032560,indomethacin
70954006010,prednisone
70347010003,metoprolol
54629398501,biotin
75834029205,metoprolol
16571066110,meclizine
76282042290,lisinopril
51407040310,metoprolol
31722058630,nebivolol
11534019501,dextroamphetamine
11534019501,amphetamine
49348030739,magnesium hydroxide
42291072710,prednisone
60429095510,doxazosin
60505468403,tadalafil
42291077360,ranolazine
00641604401,lorazepam
49483000310,bisacodyl
51991085501,repaglinide
00536128128,lidocaine
00409653311,vancomycin
69367018010,metformin
54868610700,losartan
72578000314,memantine
76204080001,levalbuterol
00093578656,entecavir
33342013110,candesartan
33342013110,hydrochlorothiazide
63304073490,esomeprazole
70377006012,labetalol
62011028702,polyethylene glycol 3350
00713066937,hydrocortisone
60505059604,bromfenac
67457061910,zoledronic acid
00409379519,ketorolac
50419042301,levonorgestrel
16714014101,aripiprazole
51645091401,vitamin b12
00093672373,albuterol
00093672373,ipratropium
21922001705,clobetasol
00527194868,levofloxacin
60505017200,quinapril
43386079001,doxycycline
72124000202,aclidinium
60505059803,timolol
00378418693,sertraline
36000004824,levofloxacin
00069011302,haloperidol
00781578931,azithromycin
43598041025,levalbuterol
00093758256,aripiprazole
64980013801,potassium citrate
57237018190,pramipexole
63481052910,thonzonium
63481052910,colistin
63481052910,hydrocortisone
63481052910,neomycin
00310111039,sodium zirconium cyclosilicate
50742031501,betamethasone
00781317307,sumatriptan
51862015630,amiodarone
42211020429,diclofenac
00462035860,oxiconazole
00093757198,rosuvastatin
49281021510,diphtheria toxoid vaccine; inactivated
49281021510,tetanus toxoid vaccine; inactivated
00228309011,morphine
68682001890,metformin
23155019401,nifedipine
00517571025,furosemide
69452024220,trihexyphenidyl
61442022201,ciprofloxacin
00378820001,ketoprofen
63304050920,clavulanate
63304050920,amoxicillin
10122090112,zileuton
00904648680,lisinopril
65162017710,metformin
00904043040,doxycycline
00781211931,bromocriptine
17478028812,timolol
43547034709,paroxetine
68084060901,clopidogrel
49884094753,tizanidine
52565001259,fluocinolone
47781029903,nitroglycerin
76282033501,warfarin
00143965505,sertraline
00781580731,losartan
00406052362,acetaminophen
00406052362,oxycodone
00121157610,metoclopramide
00591335401,nateglinide
00781236101,methylphenidate
00409080501,cefazolin
67457019810,remifentanil
55111020030,simvastatin
51862015430,amiodarone
00591039601,acetaminophen
00591039601,pentazocine
60429077010,topiramate
00713066915,hydrocortisone
65162055650,temazepam
00713022680,triamcinolone
11701003816,miconazole
00065043132,propylene glycol
00065043132,polyethylene glycol 400
00009454401,tolterodine
59762102305,amoxicillin
57648000201,bisacodyl
54458098310,lovastatin
69584061250,methocarbamol
43292055740,niacin
71930005612,acetaminophen
71930005612,codeine
16714047701,clavulanate
16714047701,amoxicillin
62107003310,docusate
69097032187,budesonide
16252053590,sertraline
67544087030,lorazepam
64854002901,amlexanox
52427080501,carbidopa
52427080501,entacapone
52427080501,levodopa
82009001410,simvastatin
00132020140,sodium phosphate; monobasic
00132020140,sodium phosphate; dibasic
00469260271,mirabegron
70710145603,clobetasol
59762232101,eletriptan
40093010107,cholecalciferol
42023010701,colistin
59762500006,sulfasalazine
00023004203,tazarotene
60429092705,benzonatate
17478071425,ciprofloxacin
31722070630,famciclovir
71610012360,cetirizine
23155081010,oxybutynin
21922001605,clobetasol
00574018001,potassium chloride
67544031060,spironolactone
55111028448,fluoxetine
00168031215,econazole
00603461432,metoclopramide
00603084354,acetaminophen
42847010603,doxepin
68180040202,cefprozil
00093417574,cephalexin
68462030065,alclometasone
60505100302,ketorolac
00603388112,acetaminophen
00603388112,hydrocodone
00603212921,alprazolam
65162044250,meclizine
00228441706,levetiracetam
00603168558,sulfamethoxazole
00603168558,trimethoprim
59651000130,omeprazole
51079082562,paroxetine
00591355101,aspirin
00591355101,oxycodone
42385092705,hydroxychloroquine
68180040201,cefprozil
00603026321,acetaminophen
51862094501,nortriptyline
43386076230,zolpidem
25021013268,levofloxacin
65862067605,alprazolam
27241011010,ranitidine
51079019803,tolterodine
16714020702,cefdinir
29300018913,bisoprolol
29300018913,hydrochlorothiazide
00904578561,fluoxetine
67877024610,quetiapine
00003232711,ipilimumab
69238120502,buprenorphine
00085142503,temozolomide
00527328343,levothyroxine
00406053205,acetaminophen
00406053205,oxycodone
00378004005,clorazepate
00363020501,magnesium citrate
70710135103,colchicine
00378812101,sertraline
60258018201,ferrous fumarate
50428037624,vitamin b12
70752011904,halobetasol
49502025175,insulin glargine
24689088201,terazosin
40985027112,vitamin b12
49348011934,acetaminophen
43547042509,losartan
43547042509,hydrochlorothiazide
42571017590,atorvastatin
52565006360,diflorasone
00002318280,dulaglutide
50428054089,cholecalciferol
64380074303,buspirone
10542010008,cholecalciferol
42291061036,metformin
00904705040,fexofenadine
70510232102,edaravone
66758016051,potassium chloride
50228011310,fluoxetine
72508022114,clavulanate
72508022114,amoxicillin
43598033960,aspirin
43598033960,dipyridamole
49281072210,influenza a virus (h1n1) antigen
49281072210,influenza a virus (h3n2) antigen
49281072210,influenza b virus antigen
51862061501,morphine
69452014420,benzonatate
50428303693,aspirin
57896070301,ferrous sulfate
00573286810,pramoxine
00573286810,glycerin
00573286810,petrolatum
00573286810,phenylephrine
00363017515,acetaminophen
00187514045,tretinoin
57237009001,trandolapril
00713088530,clomiphene
72888003960,amiodarone
69543021712,magnesium oxide
45802022111,fluticasone
54092010001,mesalamine
68084011901,mirtazapine
00168014616,hydrocortisone
00378280026,cabergoline
33342005010,losartan
33342005010,hydrochlorothiazide
69067024020,carbinoxamine
51079038720,lorazepam
00406036662,acetaminophen
00406036662,hydrocodone
68180027606,valsartan
51079044520,levothyroxine
00574220520,tretinoin
67405030045,mometasone
00228255006,diclofenac
00093214062,norgestimate
00093214062,ethinyl estradiol
00093214062,inert ingredients
61570013185,silver sulfadiazine
00338500341,ceftriaxone
10370022311,tramadol
00378557505,modafinil
00603506221,perphenazine
64125090401,lorazepam
00168040060,calcipotriene
00904617261,carbamazepine
63304075260,cefuroxime
00378802335,olopatadine
23155029431,prochlorperazine
00049392020,ziprasidone
00088111330,fexofenadine
00781196160,clarithromycin
58468021101,teriflunomide
23155029442,prochlorperazine
46287001016,triamcinolone
64125013710,benztropine
39822107701,voriconazole
55111035190,cetirizine
00143913060,gemfibrozil
60793085810,levothyroxine
00406895401,dextroamphetamine
00406895401,amphetamine
50458064165,topiramate
00054001221,flecainide
00591223319,tamoxifen
00527117001,atropine
00527117001,diphenoxylate
10370010100,bupropion
00168006060,fluocinolone
00378616893,amlodipine
00378616893,atorvastatin
68001020503,labetalol
00486111101,potassium phosphate
42023010801,thonzonium
42023010801,colistin
42023010801,hydrocortisone
42023010801,neomycin
00378034093,glipizide
13925016001,hydrocortisone
13925016001,lidocaine
00781140301,lorazepam
62541014006,alprostadil
00378729253,norethindrone
43353079060,potassium chloride
67544031845,warfarin
72888005990,rabeprazole
50228043401,naproxen
31722066530,esomeprazole
00363876020,sennosides; usp
00363876020,docusate
42806026797,cholestyramine resin
00054016329,mycophenolate mofetil
00363041414,aspirin
00007489120,ropinirole
16714059101,digoxin
00378697691,tadalafil
55111019930,simvastatin
65862015799,paroxetine
62011004702,nicotine
57896079101,simethicone
60505468603,tadalafil
69367027204,codeine
69367027204,guaifenesin
16714089701,permethrin
72578000118,doxycycline
49035016412,diphenhydramine
00093342501,lorazepam
54838055240,cetirizine
50428164183,oxymetazoline
00363022434,calcium carbonate
00069152068,amlodipine
00143968101,glycopyrronium
68382054806,memantine
27437020603,cefixime
65162021950,metformin
62332002291,fluoxetine
47781036901,nifedipine
45963034402,desipramine
00025100131,spironolactone
10631010030,sulconazole
29300022652,metronidazole
55150017410,azithromycin
63323001095,gentamicin
60505436203,linezolid
60505354001,oxycodone
00186070210,budesonide
63739035610,mirtazapine
00409126130,morphine
00093751456,irbesartan
49884060511,lamotrigine
16714058701,pramipexole
00054062263,dicyclomine
00310020860,zolmitriptan
51079082156,levetiracetam
00093527056,bisoprolol
16714063101,alendronate
68180072009,amlodipine
67457041013,haloperidol
00078043561,zoledronic acid
42023022101,ertapenem
33342009815,tolterodine
00904655061,propranolol
76125090010,immunoglobulin g
60505701302,fentanyl
00904640980,donepezil
00781714440,estradiol
00591267930,lidocaine
50419040703,drospirenone
50419040703,levomefolate
50419040703,ethinyl estradiol
58177000108,potassium chloride
00168021660,erythromycin
00228315603,buprenorphine
00093205605,tolterodine
00781525831,ondansetron
00378033001,amitriptyline
00378033001,perphenazine
00713474205,citalopram
66530025420,tretinoin
00378024393,spironolactone
63739048110,metoclopramide
00781604158,amoxicillin
51079077721,acetaminophen
51079077721,hydrocodone
25021083082,zoledronic acid
36000000710,fluconazole
00832049211,glipizide
68180030809,losartan
43547042309,losartan
43547042309,hydrochlorothiazide
11822300930,sennosides; usp
11822300930,docusate
33342032715,triamcinolone
00904000414,aluminum hydroxide
00904000414,magnesium hydroxide
00904000414,simethicone
00115391101,carbidopa
00115391101,levodopa
52817035810,metoprolol
76204080024,levalbuterol
00781577669,azithromycin
62332012490,pregabalin
00378699093,albuterol
71610017060,atorvastatin
54738098160,guaifenesin
00085331035,nitroglycerin
65243028709,hydrochlorothiazide
72888008005,tramadol
00078093926,moxifloxacin
55887009653,varenicline
69618004801,sennosides; usp
11917003688,hypromellose
11917003688,dextran 70
24385042990,aspirin
63868080248,pseudoephedrine
50016095711,hyaluronate
00406048505,acetaminophen
00406048505,codeine
65162005450,citalopram
00054429931,furosemide
24979001001,nifedipine
60432026415,fluticasone
45802006436,triamcinolone
00378180501,levothyroxine
00378191010,clonazepam
29300016915,tizanidine
10702019150,acetaminophen
10702019150,hydrocodone
64764024060,lubiprostone
57237012201,warfarin
00406012301,acetaminophen
00406012301,hydrocodone
00597008717,ipratropium
00065427325,olopatadine
08290326895,isopropyl alcohol
29300013510,clonidine
00093724805,lamotrigine
16729014801,quetiapine
63481068706,lidocaine
00065853302,ciprofloxacin
00065853302,dexamethasone
64679098302,ceftriaxone
51672403501,warfarin
16729000617,simvastatin
16714007205,baclofen
00172409760,baclofen
57664050913,citalopram
69315011610,furosemide
60505267109,atorvastatin
59762372203,alprazolam
00472037045,betamethasone
00093029401,carbidopa
00093029401,levodopa
57664050658,metoprolol
47335032286,memantine
00591320301,acetaminophen
00591320301,hydrocodone
00121146530,potassium chloride
00832105410,baclofen
59762500002,sulfasalazine
25010081756,timolol
65862047705,ramipril
00093081005,nortriptyline
31722021305,sertraline
50383028616,levofloxacin
60432053716,nystatin
59746001504,methylprednisolone
65862001205,sertraline
68001015103,carvedilol
55111012701,ciprofloxacin
60793085101,levothyroxine
00406012405,acetaminophen
00406012405,hydrocodone
00093731405,clopidogrel
00093005801,tramadol
55111068405,ibuprofen
31722053301,methocarbamol
68382005005,meloxicam
68180011507,levetiracetam
00378623201,citalopram
53489015705,allopurinol
60505040205,paroxetine
53746046605,ibuprofen
00228300411,clonazepam
65597090230,colesevelam
60505257507,balsalazide
00378395105,atorvastatin
00093738556,venlafaxine
16714007106,baclofen
00054429731,furosemide
54458099410,lisinopril
57237010201,metoprolol
16729011917,montelukast
31722053305,methocarbamol
62175012937,isosorbide
47781030701,nitrofurantoin
59011044010,oxycodone
00378226801,terazosin
