CRF,CRF ID,CDE ID,CDE Name,Variable Name,Definition,Short Description,Question Text,Permissible Values,Description,Data Type,Disease Specific Instructions,Disease Specific Reference,Population,Classification,Version Number,Version Date,CRF Name,Subdomain Name,Domain Name,Size,Input Restrictions,Min Value,Max Value,Measurement Type,External Id Loinc,External Id Snomed,External Id caDSR,External Id CDISC
"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",F1015,C10998,Cardiovascular end diastolic volume measurement,CardiovascEndDiastolVolMeasr,"Value, in mL, of the end-diastolic volume, as part of myocardial oxygen consumption","Value, in mL, of the end-diastolic volume, as part of myocardial oxygen consumptio",End-diastolic volume,,,Numeric Values,"Results should be recorded in milliliters (mL).
",No references available,Adult,Exploratory,3,57:17.8,"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",Pulmonary Function Testing%2FRespiratory Status,Outcomes and End Points,,"Free-Form Entry
",,,milliliter,,,,
"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",F1015,C11011,Vascular partial pressure carbon dioxide maximum transcutaneous value,VascPPCO2MaxTranscutVal,"Value, in mmHg, of the maximum transcutaneous partial pressure carbon dioxide (pCO2), as part of Gas Exchange","Value, in mmHg, of the maximum transcutaneous partial pressure carbon dioxide (pCO2), as part of Gas Exchang",Maximum transcutaneous pCO2,,,Numeric Values,"Results should be recorded in millimeters of mercury (mmHg).
",No references available,Adult,Exploratory,3,57:17.8,"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",Pulmonary Function Testing%2FRespiratory Status,Outcomes and End Points,,"Free-Form Entry
",,,millimeter of mercury,,,,
"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",F1015,C10999,Cardiovascular left ventricular wall thickness measurement,CardiovascLVWallThickMeasr,"Value, in cm, of the left ventricular wall thickness, as part of myocardial oxygen consumption","Value, in cm, of the left ventricular wall thickness, as part of myocardial oxygen consumptio",Left ventricular (LV) wall thickness,,,Numeric Values,"Results should be recorded in centimeters (cm).
",No references available,Adult,Exploratory,3,57:17.8,"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",Pulmonary Function Testing%2FRespiratory Status,Outcomes and End Points,,"Free-Form Entry
",,,centimeter,,,,
"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",F1015,C11012,Vascular partial pressure carbon dioxide four hour period minimum transcutaneous value,VascPPCO2FourHrPdMinTransVal,"Value, in mmHg, of the 4 hour minimum transcutaneous partial pressure carbon dioxide (pCO2), as part of Gas Exchange","Value, in mmHg, of the 4 hour minimum transcutaneous partial pressure carbon dioxide (pCO2), as part of Gas Exchang","Range of transcutaneous pCO2 over a 4 hour period, Minimum value",,,Numeric Values,"Results should be recorded in millimeters of mercury (mmHg).
",No references available,Adult,Exploratory,3,57:17.8,"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",Pulmonary Function Testing%2FRespiratory Status,Outcomes and End Points,,"Free-Form Entry
",,,millimeter of mercury,,,,
"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",F1015,C11000,Cardiovascular contractility measurement,CardiovascContractMeasr,"Value, in mmHg/mL, of cardiac contractility, as part of myocardial oxygen consumption","Value, in mmHg/mL, of cardiac contractility, as part of myocardial oxygen consumptio",Contractility,,,Numeric Values,"Results should be recorded in millimeters of mercury (mmHg/mL).
",No references available,Adult,Exploratory,3,57:17.8,"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",Pulmonary Function Testing%2FRespiratory Status,Outcomes and End Points,,"Free-Form Entry
",,,millimeter of mercury per milliliter,,,,
"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",F1015,C11013,Vascular partial pressure carbon dioxide four hour period maximum transcutaneous value,VascPPCO2FourHrPdMaxTransVal,"Value, in mmHg, of the 4 hour maximum transcutaneous partial pressure carbon dioxide (pCO2), as part of gas exchange","Value, in mmHg, of the 4 hour maximum transcutaneous partial pressure carbon dioxide (pCO2), as part of gas exchang","Range of transcutaneous pCO2 over a 4 hour period, Maximum value",,,Numeric Values,"Results should be recorded in millimeters of mercury (mmHg).
",No references available,Adult,Exploratory,3,57:17.8,"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",Pulmonary Function Testing%2FRespiratory Status,Outcomes and End Points,,"Free-Form Entry
",,,millimeter of mercury,,,,
"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",F1015,C11003,Cardiovascular myocardial oxygen consumption value,CardiovascMyocardOxyConsVal,"Value, in mL/100 g/min, calculated for myocardial oxygen consumption (Mo2)","Value, in mL/100 g/min, calculated for myocardial oxygen consumption (Mo2",Myocardial Oxygen Consumption (Mo2),,,Numeric Values,"This is a derived/calculated value.
",No references available,Adult,Exploratory,3,57:17.8,"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",Pulmonary Function Testing%2FRespiratory Status,Outcomes and End Points,,"Free-Form Entry
",,,milliliter per 100 gram per minute,,,,
"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",F1015,C11014,Vascular partial pressure carbon dioxide transcutaneous increase greater than 15 mmHg indicator,VascPPCO2TransIncGrTh15mmHgInd,"Indicator as to whether not the transcutaneous partial pressure carbon dioxide (pCO2) increased >15 mmHg over the 4-hour period monitored, as part of gas exchange","Indicator as to whether not the transcutaneous partial pressure carbon dioxide (pCO2) increased >15 mmHg over the 4-hour period monitored, as part of gas exchang",Is there an increase > 15 mmHg transcutaneous pCO2,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose one
",No references available,Adult,Exploratory,3,57:17.8,"Myocardial Oxygen Consumption, Gas Exchange and Nocturnal Oximetry",Pulmonary Function Testing%2FRespiratory Status,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Manual Muscle Testing-Using the Medical Research Council Muscle Grading Scale,F1016,C10974,Manual muscle testing muscle score,ManualMuscleTestScore,The score the participant/subject achieved on the Manual Muscle Testing (MMT) for the particular muscle,The score the participant/subject achieved on the Manual Muscle Testing (MMT) for the particular muscl,Manual Muscle Testing Scale,0;1;2;3-;3;3+;4-;4;4+;5-;5,"No movement;A flicker of movement is seen or felt in the muscle;Muscle moves the joint when gravity is eliminated;Muscle moves the joint against gravity, but not through full mechanical range of motion;Muscle cannot hold the joint against resistance, but moves the joint fully against gravity;Muscle moves the joint fully against gravity and is capable of transient resistance, but collapses abruptly;Same as grade 4, but muscle holds the joint only again minimal resistance;Muscle holds the joint against a combination of gravity and moderate resistance;Same as grade 4, but muscle holds the joint against moderate to maximal resistance;Barely detectable weakness;Normal Strength",Alphanumeric,"For each muscle type tested, complete the assessment score for the side of the muscle tested using the Manual Muscle Testing Scale scores provided. If muscle type is not tested, select 'Not Tested'.
","Kendall. Muscles: Testing and Function with Posture and Pain, 5th ed.  Florence JM, Pandya S, King WM et al. Intrarater reliability of manual muscle test (Medical Research Council Scale) grades in Duchenne's muscular dystrophy. Phys Ther 1992;72:115-126.",Adult,Core,3,57:17.8,Manual Muscle Testing-Using the Medical Research Council Muscle Grading Scale,Muscle Strength Testing,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Manual Muscle Testing-Using the Medical Research Council Muscle Grading Scale,F1016,C10975,Manual muscle testing anatomic site,ManualMuscleTestAntmicSite,The anatomic site of the muscle assessed during the performance of the manual muscle testing,The anatomic site of the muscle assessed during the performance of the manual muscle testin,Muscle,Shoulder Abduction (SABD);Shoulder Flexion (SF);Elbow Flexion (EF);Elbow Extension (EE);Wrist Extension (WE);Wrist Flexion (WF);Abductor Pollicis Brevis (TH ABD);Flexor Digiti Minimi (FDM);First Dorsal Interossei;Hip Flexion (HF);Knee Extension (KE);Hip External Rotation (HER);Ankle Dorsiflexion (AD);Neck Extension (NE);Hip Extension (HE);Knee Flexion (KF);Ankle Plantar Flexion (APL);Hip Abduction (HABD);Hip Adduction (HADD);Neck Flexion (NF),Shoulder Abduction (SABD);Shoulder Flexion (SF);Elbow Flexion (EF);Elbow Extension (EE)) only if shoulder flexion to 90° possible;Wrist Extension (WE);Wrist Flexion (WF);Abductor Pollicis Brevis (TH ABD);Flexor Digiti Minimi (FDM);First Dorsal Interossei;Hip Flexion (HF);Knee Extension (KE);Hip External Rotation (HER);Ankle Dorsiflexion (AD);Neck Extension (NE);Hip Extension (HE);Knee Flexion (KF);Ankle Plantar Flexion (APL);Hip Abduction (HABD);Hip Adduction (HADD);Neck Flexion (NF),Alphanumeric,"Record the manual muscle testing results for each muscle
","Kendall. Muscles: Testing and Function with Posture and Pain, 5th ed.  Florence JM, Pandya S, King WM et al. Intrarater reliability of manual muscle test (Medical Research Council Scale) grades in Duchenne's muscular dystrophy. Phys Ther 1992;72:115-126.",Adult,Core,3,57:17.8,Manual Muscle Testing-Using the Medical Research Council Muscle Grading Scale,Muscle Strength Testing,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Manual Muscle Testing-Using the Medical Research Council Muscle Grading Scale,F1016,C18816,Manual muscle testing position other text,ManualMusclePositionOTH,The free-text field related to 'Manual muscle testing position type' specifying other text. The position of the participant/subject when performing the Manual Muscle Testing (MMT) assessment,The free-text field related to 'Manual muscle testing position type' specifying other text. The position of the participant/subject when performing the Manual Muscle Testing (MMT) assessment,"Other, specify",,,Alphanumeric,"Record the manual muscle testing results for each position
","Kendall. Muscles: Testing and Function with Posture and Pain, 5th ed.  Florence JM, Pandya S, King WM et al. Intrarater reliability of manual muscle test (Medical Research Council Scale) grades in Duchenne's muscular dystrophy. Phys Ther 1992;72:115-126.",Adult,Core,3,57:17.8,Manual Muscle Testing-Using the Medical Research Council Muscle Grading Scale,Muscle Strength Testing,Outcomes and End Points,4000,"Free-Form Entry
",,,,,,,
Manual Muscle Testing-Using the Medical Research Council Muscle Grading Scale,F1016,C02411,Laterality type,LatTyp,Laterality type relative to the anatomic site of the body examined or affected,Laterality type relative to the anatomic site of the body examined or affected,Right Left,Left;Right,Left;Right,Alphanumeric,"If muscle is not tested, check box in Not Tested column.  If muscle is tested, do not check box in Not Tested column.
","Kendall. Muscles: Testing and Function with Posture and Pain, 5th ed.  Florence JM, Pandya S, King WM et al. Intrarater reliability of manual muscle test (Medical Research Council Scale) grades in Duchenne's muscular dystrophy. Phys Ther 1992;72:115-126.",Adult;Pediatric,Core,3,08:00.5,Manual Muscle Testing-Using the Medical Research Council Muscle Grading Scale,Muscle Strength Testing,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Manual Muscle Testing-Using the Medical Research Council Muscle Grading Scale,F1016,C10970,Manual muscle testing date and time,ManualMuscleTestDateTime,"Date (and time, if applicable and known) the Manual Muscle Testing (MMT) was performed","Date (and time, if applicable and known) the Manual Muscle Testing (MMT) was performe",Date of Exam,,,Date or Date & Time,"Record the date/time according to the ISO 8601, the International Standard for the representation of dates and times (http://www.iso.org/iso/home.html). The date/time should be recorded to the level of granularity known (e.g., year, year and month, complete date plus hours and minutes, etc.).
","Kendall. Muscles: Testing and Function with Posture and Pain, 5th ed.  Florence JM, Pandya S, King WM et al. Intrarater reliability of manual muscle test (Medical Research Council Scale) grades in Duchenne's muscular dystrophy. Phys Ther 1992;72:115-126.",Adult,Core,3,57:17.8,Manual Muscle Testing-Using the Medical Research Council Muscle Grading Scale,Muscle Strength Testing,Outcomes and End Points,,"Free-Form Entry
",,,,,,,
Manual Muscle Testing-Using the Medical Research Council Muscle Grading Scale,F1016,C10971,Manual muscle testing visit type,ManualMuscleTestVisitTyp,The type of visit at which the manual muscle testing was performed,The type of visit at which the manual muscle testing was performe,Type of visit,Office visit;Home visit,Office visit;Home visit,Alphanumeric,"Choose one.
","Kendall. Muscles: Testing and Function with Posture and Pain, 5th ed.  Florence JM, Pandya S, King WM et al. Intrarater reliability of manual muscle test (Medical Research Council Scale) grades in Duchenne's muscular dystrophy. Phys Ther 1992;72:115-126.",Adult,Core,3,57:17.8,Manual Muscle Testing-Using the Medical Research Council Muscle Grading Scale,Muscle Strength Testing,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Manual Muscle Testing-Using the Medical Research Council Muscle Grading Scale,F1016,C10972,Manual muscle testing position type,ManualMusclePositionTyp,The position of the participant/subject when performing the Manual Muscle Testing (MMT) assessment,The position of the participant/subject when performing the Manual Muscle Testing (MMT) assessmen,Position,"Sitting;Supine;On side;Other, specify;Prone","Sitting;Supine;On side;Other, specify;Prone",Alphanumeric,"Record the manual muscle testing results for each position
","Kendall. Muscles: Testing and Function with Posture and Pain, 5th ed.  Florence JM, Pandya S, King WM et al. Intrarater reliability of manual muscle test (Medical Research Council Scale) grades in Duchenne's muscular dystrophy. Phys Ther 1992;72:115-126.",Adult,Core,3,57:17.8,Manual Muscle Testing-Using the Medical Research Council Muscle Grading Scale,Muscle Strength Testing,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Timed 25-Foot Walk (T25-FW),F1027,C11991,Timed 25-Foot Walk (T25FW) - assistive device status,T25FWAssistDevStatus,"Indicator whether the participant/subject used an assistive device during the assessment, as part of the Timed 25-Foot Walk (T25FW)","Indicator whether the participant/subject used an assistive device during the assessment, as part of the Timed 25-Foot Walk (T25FW)",Was assistive device used?,Yes;No,Yes;No,Alphanumeric,"No additional instructions
",Timed 25-Foot Walk (T25-FW). National Multiple Sclerosis Society. http://nationalmssociety.org/for-professionals/researchers/clinical-study-measures/t25-fw/index.aspx.   Multiple sclerosis administration and scoring manual. National Multiple Sclerosis Society. 2001.,Adult;Pediatric,Supplemental,3,57:17.8,Timed 25-Foot Walk (T25-FW),Functional Outcomes,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Timed 25-Foot Walk (T25-FW),F1027,C17863,Timed 25-Foot Walk (T25FW) - trial not complete reason text,T25FWTrialNotCompltRsnTxt,"Text description of the indicated reason why the trial being recorded was not completed, as part of the Frontal Behavioral Inventory-ALS Version (FBI-ALS)","Text description of the indicated reason why the trial being recorded was not completed, as part of the Frontal Behavioral Inventory-ALS Version (FBI-ALS)",Specify,,,Alphanumeric,,Timed 25-Foot Walk (T25-FW). National Multiple Sclerosis Society. http://nationalmssociety.org/for-professionals/researchers/clinical-study-measures/t25-fw/index.aspx.   Multiple sclerosis administration and scoring manual. National Multiple Sclerosis Society. 2001.,Adult,Supplemental,3,57:17.8,Timed 25-Foot Walk (T25-FW),Functional Outcomes,Outcomes and End Points,255,"Free-Form Entry
",,,,,,,
Timed 25-Foot Walk (T25-FW),F1027,C11992,Timed 25-Foot Walk (T25FW) - unilateral assistance device type,T25FWUniAssistDevType,"Range, in sides of the body, for which the participant/subject used an assistive device during the assessment, as part of the Timed 25-Foot Walk (T25FW)","Range, in sides of the body, for which the participant/subject used an assistive device during the assessment, as part of the Timed 25-Foot Walk (T25FW)",Assistive device used,Unilateral;Bilateral,Unilateral;Bilateral,Alphanumeric,"Mark one
",Timed 25-Foot Walk (T25-FW). National Multiple Sclerosis Society. http://nationalmssociety.org/for-professionals/researchers/clinical-study-measures/t25-fw/index.aspx.   Multiple sclerosis administration and scoring manual. National Multiple Sclerosis Society. 2001.,Adult;Pediatric,Supplemental,3,57:17.8,Timed 25-Foot Walk (T25-FW),Functional Outcomes,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Timed 25-Foot Walk (T25-FW),F1027,C17864,Timed 25-Foot Walk (T25FW) - trial number,T25FWTrialNum,"Number assigned for identification to the trial currently being assessed, as part of the Frontal Behavioral Inventory-ALS Version (FBI-ALS)","Number assigned for identification to the trial currently being assessed, as part of the Frontal Behavioral Inventory-ALS Version (FBI-ALS)",,1;2,1;2,Numeric Values,,Timed 25-Foot Walk (T25-FW). National Multiple Sclerosis Society. http://nationalmssociety.org/for-professionals/researchers/clinical-study-measures/t25-fw/index.aspx.   Multiple sclerosis administration and scoring manual. National Multiple Sclerosis Society. 2001.,Adult,Supplemental,3,57:17.8,Timed 25-Foot Walk (T25-FW),Functional Outcomes,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Timed 25-Foot Walk (T25-FW),F1027,C11993,Timed 25-Foot Walk (T25FW) - bilateral assistance device type,T25FWBilatrlAssistanceDevType,"Type of assistive device used by the participant/subject during the assessment, as part of the Timed 25-Foot Walk (T25FW)","Type of assistive device used by the participant/subject during the assessment, as part of the Timed 25-Foot Walk (T25FW)",Assistive device used,Cane;Crutch;Walker/Rollator,Cane;Crutch;Walker/Rollator,Alphanumeric,"Mark one
",Timed 25-Foot Walk (T25-FW). National Multiple Sclerosis Society. http://nationalmssociety.org/for-professionals/researchers/clinical-study-measures/t25-fw/index.aspx.   Multiple sclerosis administration and scoring manual. National Multiple Sclerosis Society. 2001.,Adult;Pediatric,Supplemental,3,57:17.8,Timed 25-Foot Walk (T25-FW),Functional Outcomes,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Timed 25-Foot Walk (T25-FW),F1027,C11995,Timed 25-Foot Walk (T25FW) - trial 1 duration,T25FWTr1WalkDur,"Duration , in seconds and to the nearest tenth of a second, of the participant/subject's walking 25 feet for the trial being recorded, as part of the Timed 25-Foot Walk (T25FW)","Duration , in seconds and to the nearest tenth of a second, of the participant/subject's walking 25 feet for the trial being recorded, as part of the Timed 25-Foot Walk (T25FW)",Time for 25-foot walk,,,Numeric Values,"Record time in seconds. Record for Trial 1 and Trial 2.
",Timed 25-Foot Walk (T25-FW). National Multiple Sclerosis Society. http://nationalmssociety.org/for-professionals/researchers/clinical-study-measures/t25-fw/index.aspx.   Multiple sclerosis administration and scoring manual. National Multiple Sclerosis Society. 2001.,Adult;Pediatric,Supplemental,3,57:17.8,Timed 25-Foot Walk (T25-FW),Functional Outcomes,Outcomes and End Points,,"Free-Form Entry
",,,second,,,,
Timed 25-Foot Walk (T25-FW),F1027,C11996,Timed 25-Foot Walk (T25FW) - trial 1 circumstances affecting performance text,T25FWCircmstncAfctTr1PerfTxt,"Text description of any circumstances that affected the participant/subject's performance on or completion of the trial being recorded, as part of the Frontal Behavioral Inventory-ALS Version (FBI-ALS)","Text description of any circumstances that affected the participant/subject's performance on or completion of the trial being recorded, as part of the Frontal Behavioral Inventory-ALS Version (FBI-ALS)","For a complete trial, record any circumstances that affected the patient's performance",,,Alphanumeric,"Record for Trial 1 and Trial 2, only if trial was completed.
",Timed 25-Foot Walk (T25-FW). National Multiple Sclerosis Society. http://nationalmssociety.org/for-professionals/researchers/clinical-study-measures/t25-fw/index.aspx.   Multiple sclerosis administration and scoring manual. National Multiple Sclerosis Society. 2001.,Adult;Pediatric,Supplemental,3,57:17.8,Timed 25-Foot Walk (T25-FW),Functional Outcomes,Outcomes and End Points,255,"Free-Form Entry
",,,,,,,
Timed 25-Foot Walk (T25-FW),F1027,C11997,Timed 25-Foot Walk (T25FW) - trial 1 not completed reason,T25FWTr1NotCompltRsn,"Indicator of the reason why the trial being recorded was not completed, as part of the Frontal Behavioral Inventory-ALS Version (FBI-ALS)","Indicator of the reason why the trial being recorded was not completed, as part of the Frontal Behavioral Inventory-ALS Version (FBI-ALS)",If trial was not completed,Unable to complete trial due to physical limitations;Other,Unable to complete trial due to physical limitations;Other,Alphanumeric,"Choose only one.   Record for Trial 1 and Trial 2, if trial was not completed.
",Timed 25-Foot Walk (T25-FW). National Multiple Sclerosis Society. http://nationalmssociety.org/for-professionals/researchers/clinical-study-measures/t25-fw/index.aspx.   Multiple sclerosis administration and scoring manual. National Multiple Sclerosis Society. 2001.,Adult;Pediatric,Supplemental,3,57:17.8,Timed 25-Foot Walk (T25-FW),Functional Outcomes,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Timed 25-Foot Walk (T25-FW),F1027,C11998,Timed 25-Foot Walk (T25FW) - trial 2 duration,T25FWTr2WalkDur,"The time it takes the participant/subject to walk 25 feet, as part of the Timed 25-Foot Walk (T25FW)","The time it takes the participant/subject to walk 25 feet, as part of the Timed 25-Foot Walk (T25FW)",The time it takes the participant/subject to walk 25 feet,,,Numeric Values,"Record time in seconds. Record for Trial 1 and Trial 2.
",Timed 25-Foot Walk (T25-FW). National Multiple Sclerosis Society. http://nationalmssociety.org/for-professionals/researchers/clinical-study-measures/t25-fw/index.aspx.   Multiple sclerosis administration and scoring manual. National Multiple Sclerosis Society. 2001.,Adult;Pediatric,Supplemental,3,57:17.8,Timed 25-Foot Walk (T25-FW),Functional Outcomes,Outcomes and End Points,,"Free-Form Entry
",,,,,,,
Timed 25-Foot Walk (T25-FW),F1027,C11999,Timed 25-Foot Walk (T25FW) - trial 2 circumstances affecting performance text,T25FWCircmstncAfctTr2PerfTxt,"Record in text any circumstances that affected the patient's performance for a completed Trial 2, as part of the Timed 25-Foot Walk (T25FW)","Record in text any circumstances that affected the patient's performance for a completed Trial 2, as part of the Timed 25-Foot Walk (T25FW)","For a complete trial, record any circumstances that affected the patient's performance.",,,Alphanumeric,"Record for Trial 1 and Trial 2, only if trial was completed.
",Timed 25-Foot Walk (T25-FW). National Multiple Sclerosis Society. http://nationalmssociety.org/for-professionals/researchers/clinical-study-measures/t25-fw/index.aspx.   Multiple sclerosis administration and scoring manual. National Multiple Sclerosis Society. 2001.,Adult;Pediatric,Supplemental,3,57:17.8,Timed 25-Foot Walk (T25-FW),Functional Outcomes,Outcomes and End Points,255,"Free-Form Entry
",,,,,,,
Timed 25-Foot Walk (T25-FW),F1027,C12000,Timed 25-Foot Walk (T25FW) - trial 2 not completed reason,T25FWTr2NotCompltRsn,"Specify the type of reason Trial 2 was not completed by the participant/subject, as part of the Timed 25-Foot Walk (T25FW)","Specify the type of reason Trial 2 was not completed by the participant/subject, as part of the Timed 25-Foot Walk (T25FW)","If trial was not completed, the reason the trial was not completed by the participant/subject",Unable to complete trial due to physical limitations;Other,Unable to complete trial due to physical limitations;Other,Alphanumeric,"Choose only one.  Record for Trial 1 and Trial 2, if trial was not completed.
",Timed 25-Foot Walk (T25-FW). National Multiple Sclerosis Society. http://nationalmssociety.org/for-professionals/researchers/clinical-study-measures/t25-fw/index.aspx.   Multiple sclerosis administration and scoring manual. National Multiple Sclerosis Society. 2001.,Adult;Pediatric,Supplemental,3,57:17.8,Timed 25-Foot Walk (T25-FW),Functional Outcomes,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Timed 25-Foot Walk (T25-FW),F1027,C12001,Timed 25-Foot Walk (T25FW) - more than two attempts indicator,T25FWMoreTwoAttmptsInd,"Indicator of whether more than two attempts were required to obtain two successful trials, as part of the Frontal Behavioral Inventory-ALS Version (FBI-ALS)","Indicator of whether more than two attempts were required to obtain two successful trials, as part of the Frontal Behavioral Inventory-ALS Version (FBI-ALS)",Did it take more than two attempts to get two successful trials?,Yes;No,Yes;No,Alphanumeric,"NO ADDITIONAL INSTRUCTIONS
",Timed 25-Foot Walk (T25-FW). National Multiple Sclerosis Society. http://nationalmssociety.org/for-professionals/researchers/clinical-study-measures/t25-fw/index.aspx.   Multiple sclerosis administration and scoring manual. National Multiple Sclerosis Society. 2001.,Adult;Pediatric,Supplemental,3,57:17.8,Timed 25-Foot Walk (T25-FW),Functional Outcomes,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Timed 25-Foot Walk (T25-FW),F1027,C11990,Timed 25-Foot Walk (T25FW) - ankle foot orthosis status,T25FWAFOStatus,"Indicator whether the participant/subject wore an ankle-foot orthosis (AFO) during the assessment, as part of the Timed 25-Foot Walk (T25FW)","Indicator whether the participant/subject wore an ankle-foot orthosis (AFO) during the assessment, as part of the Timed 25-Foot Walk (T25FW)",Did patient wear an AFO?,Yes;No,Yes;No,Alphanumeric,"NO ADDITIONAL INSTRUCTIONS
",Timed 25-Foot Walk (T25-FW). National Multiple Sclerosis Society. http://nationalmssociety.org/for-professionals/researchers/clinical-study-measures/t25-fw/index.aspx.   Multiple sclerosis administration and scoring manual. National Multiple Sclerosis Society. 2001.,Adult;Pediatric,Supplemental,3,57:17.8,Timed 25-Foot Walk (T25-FW),Functional Outcomes,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Timed 25-Foot Walk (T25-FW),F1027,C12002,Timed 25-Foot Walk (T25FW) - more than two attempts text,T25FWOver2AttmptReqdReasnTxt,"Text specification of reason(s) for attempting more than two trials, as part of the Frontal Behavioral Inventory-ALS Version (FBI-ALS)","Text specification of reason(s) for attempting more than two trials, as part of the Frontal Behavioral Inventory-ALS Version (FBI-ALS)","If yes, please specify reason(s) for more than two attempted trials",,,Alphanumeric,"NO ADDITIONAL INSTRUCTIONS
",Timed 25-Foot Walk (T25-FW). National Multiple Sclerosis Society. http://nationalmssociety.org/for-professionals/researchers/clinical-study-measures/t25-fw/index.aspx.   Multiple sclerosis administration and scoring manual. National Multiple Sclerosis Society. 2001.,Adult;Pediatric,Supplemental,3,57:17.8,Timed 25-Foot Walk (T25-FW),Functional Outcomes,Outcomes and End Points,255,"Free-Form Entry
",,,,,,,
Genetics,F0959,C19515,Gene screened type,GeneScreenedTyp,Type of genes screened for mutations in patient,Type of genes screened for mutations in patient,What genes were screened for mutations in this patient?,Chromosome 9 open reading frame 72 protein [C9ORF72];Fused in sarcoma [FUS];SOP1;TDP43;VCP,Chromosome 9 open reading frame 72 protein [C9ORF72];Fused in sarcoma [FUS];SOP1;TDP43;VCP,Alphanumeric,,,Adult;Pediatric,Core,1,54:05.0,Genetics,Classification,Disease%2FInjury Related Events,,"Multiple Pre-Defined Values Selected
",,,,,,,
Genetics,F0959,C19516,Blood sample repository name,BloodSampleRepositoryName,Name of repository to which the participant gave a blood sample,Name of repository to which the participant gave a blood sample,"If yes, name of repository",,,Alphanumeric,,,Adult;Pediatric,Supplemental,3.1,54:11.0,Genetics,Classification,Disease%2FInjury Related Events,4000,"Free-Form Entry
",,,,,,,
Genetics,F0959,C19517,Positive gene type,PositiveGeneTyp,Type of gene found to be positive after screening,Type of gene found to be positive after screening,"Of the genes that were screened, which ones are positive?",Chromosome 9 open reading frame 72 protein [C9ORF72];Fused in sarcoma [FUS];SOP1;TDP43;VCP,Chromosome 9 open reading frame 72 protein [C9ORF72];Fused in sarcoma [FUS];SOP1;TDP43;VCP,Alphanumeric,,,Adult;Pediatric,Core,1,54:05.0,Genetics,Classification,Disease%2FInjury Related Events,,"Multiple Pre-Defined Values Selected
",,,,,,,
Genetics,F0959,C10850,NINDS Human Genetics DNA and Cell Line Repository blood sample indicator,NINDSReposBldSampInd,"Indicator whether the participant/subject gave a blood sample to the NINDS Human Genetics DNA and Cell Line Repository (a.k.a., Coriell repository)","Indicator whether the participant/subject gave a blood sample to the NINDS Human Genetics DNA and Cell Line Repository (a.k.a., Coriell repository)",Have you given a blood sample to a repository?,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose one
",No references available,Adult,Supplemental,3,57:17.8,Genetics,Classification,Disease%2FInjury Related Events,,"Single Pre-Defined Value Selected
",,,,,,,
Genetics,F0959,C17786,Gene mutation type text,GeneMutTypTxt,The free-text field to specify the mutation found on the specific gene of the participant/subject,The free-text field to specify the mutation found on the specific gene of the participant/subject,Specify mutation,,,Alphanumeric,,No references available,Adult,Supplemental,3,57:17.8,Genetics,Classification,Disease%2FInjury Related Events,255,"Free-Form Entry
",,,,,,,
